"x";"y"
"250";-38.2765924387163;-19.0407350426519
"251";-38.0218864663669;-19.0349028450291
"252";-38.1848356782404;-19.5766585925777
"253";-38.1102385297732;-19.0873174222388
"254";-38.4252149337124;-19.0283896671549
"255";-37.3165970917228;-20.5275416246197
"256";-37.9959411468456;-19.0137964309785
"257";-39.3317385671691;-19.0402950127149
"258";-38.4006009046723;-19.1048488739968
"259";-38.8332526729973;-19.123354947837
"260";-38.7367801172458;-18.9010404210011
"261";-38.2086621334122;-19.2460280981779
