"x";"y"
"1";-48.4364862151995;2.602263354812
"2";-49.6929928234419;3.69975541419635
"3";-47.2732956686398;1.65271515701258
"4";-47.2713904347377;1.6229093615678
"5";-47.3819622646137;1.88500746030777
"6";-50.3880589390055;4.65570372963952
"7";-49.7218421397409;3.8535919234571
"8";-48.7669670489696;2.7488054504326
"9";-47.2343853644992;1.41263262049898
"10";-47.4841160169614;2.00503126736771
"11";-47.9290618402116;1.74394242904357
"12";-47.3489562604457;1.5493577575191
"13";-50.6515051208647;5.16697956584749
"14";-50.0323728635281;4.51616792262399
"15";-48.8594281035502;2.80678554794591
"16";-49.3078364725597;3.33039287919583
"17";-49.4008727835771;3.15213005289522
"18";-47.5174858611904;1.43637783396167
"19";-46.6826449198267;1.11344125111239
"20";-49.1920148162501;3.43621354838057
"21";-47.3570835715958;1.65337646859556
"22";-47.1196451408175;1.55877728100671
"23";-47.8168056372987;1.76704077431311
"24";-49.9712630725394;3.83436706837877
"25";-48.9889518470432;2.96162130022971
"26";-47.9403200532088;2.11952910649054
"27";-46.8964177857537;1.23058172880783
"28";-48.9925279003038;3.09683173012765
"29";-47.522855672939;1.66660140896483
"30";-47.2143363424595;1.41199628225821
"31";-50.2585317272456;4.59404829387743
"32";-48.0542237707845;2.26213721010475
"33";-47.2118785673396;1.72031044269304
"34";-47.8444913093255;1.74591198874396
"35";-50.6975587065237;5.12639931451012
"36";-46.6574115718674;1.15567038868158
"37";-50.2616970223823;3.84595005196225
"38";-47.1515826679849;1.60092983677708
"39";-49.4883805721231;3.22030905942676
"40";-47.8983281381958;1.98681600901623
"41";-48.8347895740819;2.83767856861701
"42";-48.0592919462034;2.21884084073033
"43";-49.4771875123844;3.25647651975494
"44";-50.3381496351626;4.60585862911415
"45";-49.1755524280431;3.35841691317882
"46";-49.157301055038;3.40658415436686
"47";-50.898728119899;5.1998994737616
"48";-48.760339741818;2.94774105871312
"49";-47.7042591653115;2.48473212506142
"50";-46.5844657434696;1.1645187787027
"51";-47.490782158842;1.48893487291532
"52";-47.2115778827469;1.59622404871898
"53";-49.721901670463;3.73729986857356
"54";-47.4101509703847;1.6772964594847
"55";-47.1121382078707;1.38632800814187
"56";-46.5520701285533;1.07690257174576
"57";-47.9578969769151;1.93886608230564
"58";-49.1110913202007;3.22107888617055
"59";-48.927826307379;2.98967365447915
"60";-48.8976970269665;3.32872999559094
"61";-49.7690112876604;3.70032511789134
"62";-48.7381837819339;2.74310514029509
"63";-49.828695121506;3.87369064048933
"64";-48.0816141256724;2.25322123235686
"65";-47.2700058888728;1.66566256524505
"66";-47.9964171439006;1.78842451781542
"67";-49.058827279632;3.29789680591141
"68";-49.2731194081343;3.12493074888167
"69";-49.2741237457762;3.16007804476307
"70";-46.6447166432403;1.08048947997604
"71";-50.3271287519395;4.70104338816398
"72";-47.1045715169854;1.41087651759066
"73";-50.7669771745848;5.13045751499319
"74";-50.2450941607916;4.54758252393873
"75";-49.060941370509;2.90409547799065
"76";-47.3778574035414;1.70609812550496
"77";-49.6798159771999;3.67815237791639
"78";-50.2627121720998;4.63784388011106
"79";-47.3178577194738;1.35604091923761
"80";-47.8229507781835;1.85442150599685
"81";-50.2755890325469;4.59394396551921
"82";-48.9416764604067;3.21361528649966
