"x";"y"
"91";-35.1613041275444;-5.46003565331153
"92";-34.9230518662496;-6.53210769283259
"93";-34.9180558714492;-6.35908488626895
"94";-34.9459874043916;-6.21369101341884
"95";-34.8436197822292;-6.59507640235405
"96";-35.0386111265514;-5.63599397248495
"97";-35.3891419010644;-4.77688416208886
"98";-35.2724448632007;-5.40904230429651
"99";-34.9648711622208;-6.29904345419398
"100";-34.8128123756947;-6.41713660900947
"101";-35.4469334285757;-4.82715830383427
"102";-34.4713328954899;-7.54920429108152
"103";-34.6788625392879;-7.08143771592644
"104";-35.2934323050145;-5.19067310482613
"105";-34.6072069438219;-7.47500796064013
"106";-34.5077600574535;-7.50272142006364
"107";-35.0502242535797;-5.45842400168977
"108";-35.1163134898604;-5.70510529007739
"109";-35.2787379991237;-4.98938282155758
"110";-35.3275434711254;-4.89109485304635
"111";-35.2501412073809;-4.97850496826624
"112";-35.0465217677739;-5.97524781015865
"113";-34.5377520596732;-7.41551768870302
"114";-35.0100588558388;-5.96933827594039
"115";-35.2753295197142;-4.92517555235443
"116";-34.7402074903944;-6.77308192128385
"117";-34.6500019061509;-7.50093386303703
"118";-35.2514740386868;-5.37926925513404
"119";-34.9233775093374;-6.45046870963206
"120";-34.6870664998179;-7.87104860313283
"121";-35.3567494574988;-5.04682670920528
"122";-35.2463081156234;-5.37914972001244
"123";-34.9213325078625;-6.11856221137242
"124";-35.0455059862004;-5.54101741150324
"125";-34.5488715148098;-7.80621253667143
"126";-35.2341614916499;-5.43578728233813
"127";-35.0598059605255;-5.59259252925427
"128";-34.783975766941;-6.64906907351757
"129";-34.9129326292707;-6.38971065059351
"130";-35.1096548727471;-5.38011252095969
"131";-35.1426268802381;-5.43581629761611
"132";-35.2834956260633;-5.37330182652175
"133";-35.1385674458602;-5.82513113397779
"134";-34.5532548785866;-7.66479751753109
"135";-35.153876601578;-5.24634107992449
"136";-34.762468539827;-6.99879635680514
"137";-34.8764578017066;-6.43952571828291
"138";-35.3045486941121;-5.1577256526046
"139";-35.3023891435906;-5.30822861865233
"140";-34.6712553887074;-7.65897808112972
