"x";"y"
"1";-42.7713144502182;-1.93600103101592
"2";-42.0246390291384;-2.35264641349976
"3";-42.9316101002517;-1.83999876998617
"4";-43.034197868261;-1.84202102620827
"5";-42.7923299483435;-1.98683466656495
"6";-43.2268188761552;-1.69239928909993
"7";-43.5131578681354;-1.29353033482244
"8";-42.0733033387727;-2.37948548523474
"9";-42.5821140259123;-2.04948735805762
"10";-41.8765278230017;-2.2525028292083
"11";-43.1942967788182;-1.72306657133167
"12";-42.9626135811296;-1.83432775847448
"13";-42.2322533698429;-2.14967990527879
"14";-42.6434524031271;-2.0335065034453
"15";-43.4525085721043;-1.34949125686658
"16";-42.7005620026805;-2.00615354845287
