"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.72903333,0.56006667,0.26033333,0.3205,0.71639267,0.8457,"rodolito","rf",1,5,565,1187,0.921744664122855,0,0.990079847313447,NA,1.98015969462689,1.86934465100332,0,0.926698526067799,0.918429003021148,"spec_sens",0.322488584474886,0.893719806763285,0.991158267020336,0.982300884955752,0.944397641112047,0.0556023588879528,0.0176991150442478,0.95662100456621,0.903242543284051,0.935919055649241,0.879556259904913
