"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.51929589,0.36073964,0.11340061,0.32155405,0.45631164,0.58381518,"rodolito","maxent",1,3,565,1188,0.888748714159791,0,0.979537260510712,NA,1.95907452102142,1.79908183752211,0,0.892297607341855,0.877143360902028,"spec_sens",0.322304620650314,0.861198738170347,0.98302055406613,0.966371681415929,0.925925925925926,0.0740740740740741,0.0336283185840708,0.938961779806047,0.864611415830643,0.910758965804837,0.836140888208269
