"species_name","original_predictors","select_variables","original.n","original.n.back","buffer_type","dist_buf","seed","res.x","res.y","clean_dupl","clean_nas","clean_uni","geo_filt","geo_filt_dist","models_dir","partition","boot_proportion","boot_n","cv_partitions","cv_n","selected_predictors","final.n","final.n.back"
"rodolito","B_CAL_X-B_CV_Max-B_CV_Min-B_Light_Max-B_Light_Min-B_SAL_Max-B_SAL_Min-B_T_Max-B_T_Min",FALSE,7962,6000,"NULL",NA,512,0.00416666666666667,0.00416666666663652,TRUE,TRUE,TRUE,FALSE,NA,"./modelos","crossvalidation",0.7,1,5,1,"B_CAL_X-B_CV_Max-B_CV_Min-B_Light_Max-B_Light_Min-B_SAL_Max-B_SAL_Min-B_T_Max-B_T_Min",2825,6000
