cv_0;pa;lon;lat;B_CAL_X;B_CV_Max;B_CV_Min;B_Light_Max;B_Light_Min;B_SAL_Max;B_SAL_Min;B_T_Max;B_T_Min
2;1;-35.4828196;-9.628032959;5.858997345;0.477045417;0.215351313;4.151544094;14.18616199;37.2005043;36.2814827;28.76070786;25.37586594
1;1;-35.06177933;-9.104991001;5.791141987;0.505035162;0.158812597;14.05994797;17.82516861;37.17749405;36.28403091;28.33503914;25.379776
5;1;-35.6939761;-9.765365685;5.880785465;0.476179361;0.179805815;17.17843056;18.79844856;37.23935318;36.48570633;28.39580154;25.27069855
5;1;-35.10524534;-8.936549863;5.82103157;0.499394387;0.234324902;47.50523376;28.11159134;37.12449646;36.12202454;28.8039856;25.49317741
5;1;-35.30776982;-9.254106682;6.024563313;0.460518301;0.260856152;45.11086655;29.16619682;37.10466385;36.11052704;28.98241425;25.43845749
1;1;-35.81913488;-10.06978961;5.913723469;0.386810333;0.219155714;11.88947105;18.59768105;35.50723267;35.18643951;13.76720715;12.24681854
1;1;-35.09061518;-9.012134032;5.783434391;0.493452728;0.219175041;20.25534248;20.44364166;37.13570023;36.12978745;28.71212387;25.46366692
2;1;-35.7624476;-9.943326879;5.899671078;0.490019083;0.227546632;3.845476866;13.62618542;36.6050415;35.96232224;23.78185844;21.08013344
1;1;-35.03485017;-9.117794119;5.791275024;0.519974113;0.1483071;13.74899006;16.9513588;37.11795807;36.3305397;27.43039131;24.67526054
4;1;-35.6300865;-9.666809572;5.909318447;0.441842705;0.264957875;30.24282646;22.59777832;37.17956543;36.28040695;29.05903435;25.40932274
3;1;-36.94485674;-11.07137988;6.078248501;0.375863045;0.269524693;8.541649818;18.84048843;37.30235672;36.62816238;27.40394211;23.93173599
4;1;-36.841;-11.122;6.050853252;0.209696606;0.118535727;46.28676605;30.0488987;34.80463791;34.65359497;5.900969028;5.136981487
3;1;-36.843;-11.093;6.049455166;0.247348562;0.11893703;36.16792297;27.24958229;35.40215683;35.14347458;10.61711788;9.446805954
1;1;-36.856;-11.11;6.075181961;0.273027956;0.102567419;40.7867012;28.77129555;35.0928688;34.88132858;8.918268204;7.784976006
1;1;-36.876;-11.123;6.053105354;0.323494226;0.073817052;43.57133484;29.89217567;34.77402115;34.600914;7.660199642;6.453934669
2;1;-36.88;-11.148;6.078571796;0.269830883;0.088916257;36.10758972;26.91768837;34.83189392;34.6552887;7.175784588;6.132702827
5;1;-36.886;-11.087;6.051499844;0.356238097;0.13622947;26.00825119;24.73568344;36.22310257;35.80144501;18.18800354;16.07445908
1;1;-36.892;-11.111;6.053405285;0.342416972;0.129573435;32.33998108;26.59772491;35.67458344;35.33211899;14.49622822;12.5817976
2;1;-36.906;-11.157;6.056723595;0.292452097;0.136198089;30.50103951;25.24914742;35.34119415;35.06063461;11.52448463;9.97892189
1;1;-36.91;-11.125;6.055340767;0.341047317;0.157734826;30.23420715;26.02149391;35.81317902;35.42799759;15.84709454;13.67251587
2;1;-36.918;-11.203;6.060032368;0.261147946;0.12644048;32.07956314;24.6688633;34.82424164;34.65637589;7.38218832;6.464685917
4;1;-36.921;-11.171;6.212258816;0.303991407;0.152568668;30.16827583;24.91718674;35.3719635;35.08529663;12.14309502;10.55439377
4;1;-36.921;-11.145;6.057022095;0.333419114;0.17626904;26.9859066;24.70271683;35.91738892;35.51446152;16.59542847;14.3882637
4;1;-36.922;-11.13;6.056324005;0.34603098;0.186426342;25.62203217;24.61079979;36.15114212;35.69838715;18.50357056;16.03135109
2;1;-36.938;-11.156;6.08233881;0.34916237;0.196025386;26.19851875;24.3401165;36.02607346;35.60043335;17.85008621;15.51143169
1;1;-36.948;-11.181;6.084112644;0.358822554;0.174138397;33.77066803;26.18316841;35.45713043;35.14591217;14.03733158;12.182374
5;1;-36.951;-11.152;6.082836151;0.370606422;0.225060403;22.97933006;23.60177612;36.41384125;35.90725708;21.16504288;18.41109848
1;1;-36.956;-11.203;6.085669041;0.381889582;0.148290843;43.51931763;28.8340168;34.84492493;34.65420532;10.15934944;8.767230034
2;1;-36.963;-11.169;6.084414959;0.382793367;0.213328883;27.50769043;24.67556;36.09708405;35.65325546;19.16826439;16.66460991
5;1;-35.961;-10.304;6.025049686;0.467896342;0.233112291;36.3156395;27.35882759;34.87384796;34.67671585;10.43815136;9.247840881
5;1;-36;-10.34;5.948346615;0.397818893;0.196790338;17.19976997;21.2532444;36.03380585;35.57814407;16.67444038;14.73536491
2;1;-36;-10.272;5.974934101;0.446029752;0.264550924;18.52090645;21.22167778;36.37068558;35.81443405;22.37287331;19.55095482
3;1;-36.01;-10.263;5.974705219;0.434689641;0.265797883;15.16157532;20.32172203;36.65116882;36.02759171;24.46643829;21.36158562
2;1;-36.018;-10.324;5.979908466;0.434171021;0.236880317;14.10190487;19.85138702;36.54847336;35.96452713;21.70714951;19.05629539
4;1;-36.024;-10.383;5.95338726;0.441922396;0.168379098;14.2354908;20.90209198;36.44782639;35.90953827;17.58016777;15.67407894
1;1;-36.028;-10.315;5.979683399;0.435797453;0.253554702;11.4700861;18.720047;36.80455399;36.15689468;24.20151901;21.1835556
2;1;-36.042;-10.306;5.979909897;0.423973501;0.271995455;6.053767204;16.67409897;37.2434845;36.48910141;28.09068108;24.50515556
4;1;-36.047;-10.236;5.974329948;0.414340883;0.279108435;11.44146061;20.91301155;37.26670456;36.49229431;29.10775948;25.3485508
2;1;-36.049;-10.362;5.984576702;0.522714794;0.226233661;11.8872757;20.32829094;37.18297958;36.46278;24.39190483;21.58782005
1;1;-36.051;-10.432;5.959723949;0.333236009;0.083283789;17.68245697;22.12487602;35.61771011;35.28180313;12.74990463;11.20122147
1;1;-36.061;-10.225;5.974311352;0.416845053;0.282834798;13.93416309;22.69449806;37.26682281;36.49200439;29.11769295;25.3470211
2;1;-36.066;-10.419;5.959318161;0.387851864;0.123143919;15.55327225;21.64295197;36.20449829;35.74274445;17.41080093;15.40633869
5;1;-36.068;-10.478;5.679212093;0.250675112;0.043526795;16.90713692;19.4324131;35.26382828;35.04174423;10.31258392;9.164800644
2;1;-36.068;-10.349;5.984698772;0.475062579;0.247219741;9.927379608;19.85735321;37.22660065;36.49073792;26.29648209;23.10006523
3;1;-36.088;-10.463;5.965069771;0.328339487;0.053308763;17.6767292;21.76705742;36.05540466;35.69964981;16.74142838;15.1044569
3;1;-36.094;-10.397;5.990209103;0.435791075;0.194230005;10.76133156;20.43126488;37.00111771;36.35733032;24.59157944;21.72614479
5;1;-36.094;-10.326;5.984352112;0.428604662;0.26980558;9.756901741;20.56401443;37.26349258;36.51155853;28.1395607;24.55686951
3;1;-36.101;-10.453;5.964663029;0.381894022;0.078881823;16.22126389;21.97351074;36.66068268;36.18951416;21.59993172;19.54359245
3;1;-36.104;-10.507;6.019001007;0.275298685;0.049705043;19.7528553;20.44277954;35.42649841;35.17308426;11.77634048;10.51114464
1;1;-36.105;-10.189;6.122326374;0.419612944;0.304273397;23.8318634;28.29758453;37.26281357;36.48990631;29.19237328;25.33945847
4;1;-36.107;-10.385;5.989870548;0.437969297;0.231759623;8.056055069;19.68840981;37.21866226;36.50920486;27.01257133;23.73342514
5;1;-36.11;-10.313;5.984227657;0.411250353;0.279757977;11.21066666;21.95799637;37.27506256;36.51662827;28.8359642;25.10358429
1;1;-36.114;-10.247;5.978920937;0.41133818;0.298138559;18.31628418;26.09507179;37.26571655;36.49792099;29.17892265;25.33889771
4;1;-36.12;-10.492;5.969559669;0.340335041;0.054620914;20.9958744;22.97925186;36.05352783;35.69422913;16.9330368;15.26228142
3;1;-36.122;-10.374;5.989758492;0.414913535;0.26741159;5.197508812;18.94099808;37.31740189;36.56481171;28.92717171;25.21834564
4;1;-36.125;-10.303;5.984096527;0.403008878;0.286775619;14.62285995;24.06770897;37.27648544;36.51469803;29.14682579;25.34007454
4;1;-36.148;-10.544;5.974573612;0.283808887;0.045625366;24.23240089;23.97261047;35.29446793;35.06085205;11.24022675;9.859958649
1;1;-36.148;-10.469;5.999148369;0.415411592;0.132224619;13.8314476;20.89826584;37.12192917;36.54306793;25.80923271;23.21135712
2;1;-36.151;-10.352;5.989634037;0.402050108;0.280971378;11.32492828;21.37107468;37.30350494;36.54963684;29.12862396;25.3406868
1;1;-36.158;-10.406;5.994394779;0.413830251;0.234703332;6.978478909;19.37041473;37.33491516;36.62414551;28.70802498;25.26077461
2;1;-36.163;-10.533;5.974834919;0.337088108;0.081250228;19.57075691;22.62950134;36.07812119;35.70421219;17.46261024;15.54749298
1;1;-36.165;-10.338;5.989275455;0.397307754;0.287774444;17.76778984;23.28775978;37.29614639;36.54204559;29.15798378;25.34259033
2;1;-36.175;-10.592;5.979373932;0.270110011;0.082242891;8.745827675;14.62699223;35.29218292;35.0631218;10.77824211;9.517793655
1;1;-36.176;-10.522;6.004672527;0.367747545;0.113584921;15.81967258;21.29880524;36.56267929;36.09449387;21.37895775;19.08134651
2;1;-36.187;-10.582;5.979126453;0.310189545;0.083525151;10.16110134;16.50099373;35.68014526;35.38457108;14.12579441;12.55654335
3;1;-36.191;-10.509;6.004713535;0.393983305;0.156668961;11.84325123;19.80891037;36.98368835;36.41965103;24.97101593;22.24003029
5;1;-36.204;-10.569;5.979387283;0.368720472;0.095393062;9.708275795;17.76597214;36.3536377;35.94435883;19.68362045;17.63282776
4;1;-36.218;-10.556;5.979649544;0.402439564;0.110312738;9.494011879;18.76234818;36.93066406;36.42597961;24.04808426;21.65548706
4;1;-36.223;-10.636;5.937377453;0.275365829;0.052652728;4.096828461;12.36492252;34.56097412;34.44786072;6.123481274;5.14141655
1;1;-36.231;-10.544;5.979658604;0.424000233;0.122734688;10.01090622;19.87770271;37.36843872;36.79209518;27.23052406;24.60023499
3;1;-36.235;-10.622;5.984680653;0.300020397;0.041823238;4.70399332;14.11686897;34.60728455;34.48279572;6.835828304;5.735299587
4;1;-36.244;-10.58;6.014959335;0.365670443;0.083731838;7.287953854;17.32869911;36.06165695;35.69911575;17.52695465;15.62612247
2;1;-36.392;-10.788;6.006584644;0.203882605;0.071617834;9.549894333;14.92430305;35.26343536;35.07421494;9.10060215;8.465434074
4;1;-36.401;-10.775;6.006858349;0.279139131;0.097224608;8.481307983;14.68458939;35.64066315;35.4017868;12.44170856;11.50772953
5;1;-36.417;-10.759;6.007148743;0.367028981;0.11583405;7.080034733;14.41060448;36.27040863;35.94176865;17.71377945;16.3243866
4;1;-36.432;-10.775;6.00577116;0.361632854;0.07733614;8.061513901;14.99546432;36.57555771;36.24145508;19.71090698;18.31083679
5;1;-36.441;-10.832;6.004657269;0.227492854;0.106821127;11.10578728;15.14787388;35.86072159;35.6394043;13.13578892;12.25898457
4;1;-36.454;-10.819;6.036362171;0.306498736;0.084399842;11.10476112;16.26642799;36.43445206;36.15004349;17.95647812;16.76741982
4;1;-36.457;-10.747;6.005541801;0.429721475;0.081914194;5.94086647;14.43592834;37.40937042;36.91757965;26.40928268;24.36224937
4;1;-36.46;-10.776;6.007529259;0.437059939;0.064066708;7.919496059;15.47689533;37.44311142;37.01293182;26.52399445;24.64447212
5;1;-36.466;-10.804;6.036178589;0.395600915;0.075179398;10.40598011;16.64633369;37.09914017;36.72488022;23.72725677;22.0501709
2;1;-36.473;-10.761;6.007291794;0.427287042;0.105664164;8.535292625;16.26823235;37.4513855;36.93891144;27.08713341;24.81024361
4;1;-36.477;-10.829;5.65572691;0.309710145;0.116618574;14.90777969;18.68954086;36.29248428;35.9728775;17.66384697;16.19805527
5;1;-36.48;-10.751;6.007298946;0.422183603;0.130828395;9.199507713;16.9491539;37.4527092;36.89791489;27.40137672;24.89742661
1;1;-36.483;-10.788;6.009528637;0.426885009;0.108662345;10.99635696;17.63217735;37.42984772;36.94714737;27.03209496;24.76494598
3;1;-36.485;-10.82;6.004413605;0.344392836;0.125474319;14.9890871;19.07355118;36.55384445;36.1770134;20.16113663;18.37130165
1;1;-36.492;-10.776;6.009539127;0.418272644;0.147241622;11.88415337;18.56106758;37.43408203;36.88142395;27.53390694;24.90788841
1;1;-36.493;-10.851;5.935907364;0.266593695;0.138558507;20.49293327;21.05689621;35.46545792;35.22432709;11.96621513;10.75094604
5;1;-36.496;-10.807;6.01152277;0.382931173;0.14771013;14.92706108;19.6597805;36.95179367;36.47694397;23.83855629;21.52170372
2;1;-36.505;-10.837;6.003562927;0.329146653;0.151896745;20.06282806;21.47352219;35.99278641;35.64588165;16.77771378;14.98433495
1;1;-36.509;-10.792;6.011559963;0.40528664;0.18068856;14.64424992;20.25827217;37.35683441;36.76934052;27.4337635;24.5407505
5;1;-36.514;-10.75;6.036368847;0.407225132;0.210671633;13.59826565;20.40328789;37.43468475;36.7833252;28.28950882;25.11217499
1;1;-36.516;-10.823;6.013550282;0.360872597;0.169759288;19.40808105;21.70835876;36.39534378;35.95909119;20.27205849;18.02163887
2;1;-36.521;-10.779;6.038199425;0.401833743;0.220019668;15.35322857;21.25971794;37.42618179;36.76635361;28.41757965;25.13837624
4;1;-36.524;-10.881;6.043787479;0.29601869;0.134477243;26.35696602;22.52197456;34.68400192;34.54844284;7.423066616;6.463175774
3;1;-36.536;-10.867;6.017562866;0.364525676;0.134327769;29.60966682;25.15389633;34.84667206;34.66362762;9.90011692;8.571673393
2;1;-36.539;-10.795;6.040070057;0.3900401;0.253078312;17.93468285;22.7657032;37.35214615;36.64710236;28.39558029;24.82162094
1;1;-36.545;-10.824;6.015375614;0.38910085;0.211013973;22.65411758;23.82318306;36.39773178;35.8824234;21.49883461;18.7237606
3;1;-36.548;-10.712;6.036096573;0.400830895;0.29014045;15.78661442;23.32464218;37.41665649;36.68640137;29.05450058;25.28779602
3;1;-36.551;-10.781;6.040133476;0.391185433;0.268727005;16.72945404;22.52036285;37.42155075;36.69314575;28.98908424;25.28510857
1;1;-36.554;-10.705;6.036118984;0.400572687;0.290680081;15.16821861;23.12467384;37.41435623;36.6853447;29.05809402;25.28898811
4;1;-36.556;-10.811;6.041938305;0.394839436;0.237743199;18.90250587;22.53636932;36.89653397;36.27129364;24.94544411;21.74118423
2;1;-36.561;-10.839;6.017400265;0.406526774;0.194869652;21.57402611;22.51854515;36.15353775;35.66766357;19.04919624;16.56582642
2;1;-36.563;-10.866;6.001473427;0.421403885;0.159859776;23.12133408;22.13631058;35.60596466;35.21468735;14.44734192;12.52859783
3;1;-36.564;-10.693;6.036187172;0.397761017;0.29130128;14.73073959;22.66006851;37.40565872;36.68134308;29.06952858;25.29307365
4;1;-36.567;-10.723;6.037992477;0.397684783;0.287402332;13.76964569;22.38967323;37.41316223;36.68707657;29.04772949;25.28953362
1;1;-36.574;-10.852;6.018915653;0.427007675;0.185097873;19.69891167;21.01419067;36.10775375;35.60570908;17.90707588;15.56138515
3;1;-36.58;-10.71;6.038060665;0.397721678;0.290309399;12.05067921;22.02434349;37.40803909;36.68517685;29.0595665;25.29287148
1;1;-36.584;-10.841;6.01896143;0.432746261;0.211827099;15.94729996;19.72737694;36.60655212;35.99457932;21.35368538;18.57880783
5;1;-36.596;-10.896;5.999741554;0.396223515;0.144707352;18.77545738;17.12528038;35.92117691;35.42399216;14.06562614;12.21700382
2;1;-36.599;-10.923;5.648230553;0.299659759;0.112456821;24.8514843;17.53850746;35.40411758;35.0573616;10.1081171;8.767749786
3;1;-36.599;-10.824;6.045043468;0.427557528;0.241969585;13.1001358;19.07781792;37.03913879;36.34531403;24.77067757;21.56481934
4;1;-36.603;-10.854;6.020733833;0.465008557;0.207218021;12.06935024;17.23195457;36.77362823;36.0862236;21.29075241;18.52387238
3;1;-36.61;-10.882;6.022958279;0.482803464;0.174637139;11.48378754;15.27025318;36.62517166;35.92643356;18.55415154;16.13459587
5;1;-36.61;-10.81;6.045107841;0.419531941;0.264359653;11.32646847;18.76762772;37.28284454;36.55011749;26.92637444;23.44194221
2;1;-36.612;-10.91;6.024663448;0.370587766;0.123541594;22.61219025;17.87383461;35.86323547;35.37834549;13.25518036;11.48521614
3;1;-36.613;-10.935;6.026381969;0.282077849;0.074216709;33.57126236;20.89226151;35.23166275;34.92005539;8.907817841;7.652338505
3;1;-36.624;-10.895;6.02446413;0.457104564;0.155395657;14.7434206;15.7157383;36.58990479;35.89797974;17.84111595;15.49213028
5;1;-36.626;-10.92;6.026180267;0.362705499;0.099057078;27.58156776;19.82054901;35.83035278;35.34837341;12.94408512;11.17433929
5;1;-36.627;-10.947;5.933777809;0.251791328;0.032345861;43.08555984;24.79830551;34.88112259;34.65599442;6.786242008;5.740318298
5;1;-36.632;-10.856;6.022794724;0.493273675;0.221089929;6.235775471;14.07489204;37.30342865;36.47552109;23.97682571;20.89660645
1;1;-36.636;-10.882;6.02451086;0.491714031;0.186257303;7.428753376;13.3930645;37.07655716;36.28303909;21.45575333;18.71522141
1;1;-36.637;-10.908;6.025967121;0.399339199;0.129416481;19.5610981;17.31380844;36.25560379;35.67627335;15.96041107;13.86828613
5;1;-36.639;-10.933;6.027680397;0.302861124;0.073630229;30.42709541;20.87489128;35.44021225;35.07844543;10.54509735;9.109291077
3;1;-36.641;-10.958;5.933573246;0.211833507;0.016959533;41.98104095;24.62268257;34.61560059;34.46503448;4.941158772;4.167755127
4;1;-36.644;-10.741;6.043293476;0.386198163;0.301976264;11.00561142;20.97076797;37.3926239;36.68201447;29.08646584;25.28640556
3;1;-36.651;-10.92;6.027724743;0.334044367;0.104874082;21.71867371;18.18144417;35.87468719;35.42193222;13.75004864;11.98577881
2;1;-36.652;-10.867;6.024818897;0.479202837;0.210449278;5.638363838;13.22769642;37.34315491;36.54303741;24.49754715;21.44105911
2;1;-36.654;-10.973;5.933376789;0.168687269;0.051623713;30.74418259;19.24855042;34.62108231;34.50373459;4.342237473;3.770223379
5;1;-36.655;-10.947;6.029676437;0.229355678;0.04052164;31.52194977;21.47357178;34.90293503;34.68751907;6.839666843;5.914421558
4;1;-36.659;-10.885;6.026304722;0.436879277;0.181239918;8.215087891;13.79103661;37.01337051;36.3086586;22.21459198;19.47564888
5;1;-36.664;-10.906;6.02777195;0.361185908;0.1356076;14.74544239;16.0068531;36.32014847;35.78536606;17.28078651;15.14607143
2;1;-36.665;-10.933;6.029222488;0.278241664;0.079957582;22.82901382;18.71692848;35.47356033;35.132061;11.02527332;9.636927605
2;1;-36.668;-10.96;5.933082104;0.182065815;0.025885675;28.95105934;20.58519554;34.56777191;34.43796539;4.211887836;3.663895845
4;1;-36.668;-10.744;6.176402092;0.376659542;0.315343499;15.23701191;22.40023994;37.37582016;36.67537689;29.12290955;25.28198624
2;1;-36.669;-10.986;5.933105946;0.137956142;0.085606687;20.04452133;14.33771515;34.68493652;34.58097076;4.224329472;3.780924082
1;1;-36.67;-10.814;6.048742771;0.408668846;0.277875721;19.02611542;20.41426468;37.40810394;36.68058777;28.07740784;24.46863365
4;1;-36.679;-10.947;5.996528625;0.213330194;0.046361487;23.2622261;19.0987606;34.91851425;34.71003723;6.877827168;6.038780689
4;1;-36.68;-10.921;6.02976799;0.287680477;0.102499001;15.84029675;16.60553169;35.78287125;35.39443588;13.57535553;11.95120144
1;1;-36.681;-10.798;6.04859066;0.392151505;0.301216632;26.62315369;23.62952995;37.41210175;36.70198059;28.89392281;25.12722778
1;1;-36.693;-10.786;6.048660755;0.384405613;0.31454584;30.58425522;25.4252491;37.40007401;36.69865036;29.11584473;25.28206825
3;1;-36.694;-10.96;5.995783806;0.166610181;0.033140291;17.8774128;17.38897324;34.57707977;34.44810867;3.991834641;3.578845739
1;1;-36.697;-10.93;6.031278133;0.245415702;0.088394053;12.69823742;15.83964634;35.51802444;35.20354843;11.66550732;10.34044266
4;1;-36.705;-10.894;6.029629707;0.341417253;0.17142646;6.716131687;13.64949799;36.85396576;36.30110168;22.83777237;20.19905472
5;1;-36.706;-10.921;6.031311512;0.260366559;0.108486123;9.399007797;14.79347515;35.82354355;35.46134949;14.2727232;12.66804028
4;1;-36.708;-10.945;6.032512665;0.202473208;0.063528746;11.31534767;15.61060143;35.08752823;34.86152649;8.154830933;7.288743496
1;1;-36.721;-10.905;6.031381607;0.31536746;0.124517798;6.352684021;13.32599068;36.40731812;35.96876526;18.95004272;16.92506599
1;1;-36.723;-10.96;5.640626907;0.161191523;0.033484772;9.768288612;14.57590008;34.57640457;34.44628525;3.904304981;3.540077209
2;1;-36.831;-11.076;5.989124298;0.221811503;0.122176841;32.58208847;26.03969002;35.51369476;35.23724365;11.0185051;9.90822506
2;1;-36.842;-11.124;6.075119972;0.222926095;0.112637818;46.06946945;30.0598278;34.7928772;34.64089584;6.043641567;5.235198021
5;1;-36.857;-11.118;6.206738949;0.266085684;0.097485192;43.87395096;29.65217781;34.86935425;34.69564056;7.287194729;6.281556606
2;1;-36.861;-11.023;6.046467304;0.360956907;0.124174677;16.72336006;21.91979218;37.05102539;36.54858017;23.01884842;20.87760735
5;1;-36.863;-11.136;6.076965809;0.263005167;0.08620102;41.8863678;28.62705803;34.69038391;34.54716873;6.000719547;5.092292309
4;1;-36.866;-10.992;6.045077801;0.402247339;0.088008046;20.94122696;23.34495735;37.14338684;36.69475937;23.26068687;21.29259682
4;1;-36.875;-11.012;6.046779633;0.419600248;0.124498777;17.69091988;22.8933506;37.54154205;36.99481583;26.68220329;24.26517677
4;1;-36.879;-10.927;6.042093277;0.440570295;0.102028377;20.06399918;23.68250847;37.48968887;37.00966263;26.06290054;23.78752136
2;1;-36.883;-10.979;6.045160294;0.448594064;0.088323563;24.81165123;25.5212307;37.47502899;37.01185608;25.67980576;23.54768944
4;1;-36.886;-11.09;6.051733971;0.353198558;0.131700784;27.57374954;25.19767952;36.09291077;35.69261551;17.26114464;15.21978569
1;1;-36.891;-11.113;6.053388596;0.337331295;0.114976436;35.36739349;27.49992371;35.43553925;35.1376915;12.68745708;10.95827484
4;1;-36.895;-11.139;6.055041313;0.304106563;0.114449866;34.90045929;26.93474197;35.18396759;34.93108368;10.46934319;8.985894203
3;1;-36.899;-10.969;6.070185184;0.440499246;0.126775563;23.79469681;25.74123001;37.46125412;36.96395874;26.18714905;23.76961517
5;1;-36.905;-11.186;5.983945847;0.246919438;0.125353783;29.07893944;23.99635887;35.00783539;34.80384064;8.299383163;7.254171371
4;1;-36.916;-11.067;6.076355457;0.372515738;0.212870836;13.84224415;20.73644829;37.0359993;36.44324875;24.74365997;21.79787064
5;1;-36.922;-11.147;6.057254791;0.329215139;0.172883272;27.44053078;24.73335457;35.83946991;35.4531517;15.9593811;13.84056759
4;1;-36.925;-11.087;6.077940941;0.368601382;0.227427259;14.82513618;21.07188034;36.93875122;36.34574127;24.36809921;21.32069778
5;1;-36.927;-11.115;6.055643559;0.358661741;0.209006011;20.97320366;23.27232361;36.54946518;36.0202446;21.57470512;18.7571106
5;1;-36.937;-11.134;6.05730629;0.354465693;0.21236299;21.99653053;23.51451874;36.44366074;35.9318428;20.89706993;18.15251732
2;1;-36.941;-11.105;6.055931091;0.367640048;0.244474173;14.83087158;21.32301331;36.98725128;36.37002945;25.01855278;21.79610634
4;1;-36.952;-11.123;6.057610512;0.371985674;0.268705666;12.30902195;20.9054451;37.2703476;36.59041214;27.33479118;23.81001854
5;1;-36.955;-11.093;6.080047607;0.376683235;0.288658381;7.791460514;18.92921066;37.43288803;36.72101593;28.63497925;24.94443893
2;1;-36.956;-11.206;6.085885048;0.382287025;0.141231924;45.289505;29.2838726;34.70641327;34.54364777;9.172664642;7.902643204
1;1;-36.965;-11.144;6.059517384;0.379009873;0.25428617;17.21495628;22.11879349;36.8866806;36.28374481;24.77085304;21.57429504
3;1;-36.968;-11.112;6.081628799;0.376800299;0.289905518;9.281725883;19.79285431;37.47741318;36.75645065;28.98583984;25.25623894
1;1;-36.969;-11.224;5.9813447;0.333637476;0.163945764;35.26359558;24.63739204;34.97624588;34.78358459;10.13817215;8.824030876
5;1;-36.976;-11.189;6.08620739;0.384754241;0.194852859;31.05964279;25.14411163;35.77134323;35.39356995;16.81944466;14.622962
1;1;-36.978;-11.131;6.05957365;0.377451211;0.277476043;10.87799168;20.57634163;37.31425476;36.62520599;27.79676819;24.22776413
2;1;-36.984;-11.099;6.081936836;0.37709859;0.296174824;12.19315338;20.34045601;37.47517395;36.75846481;29.00247192;25.25616264
2;1;-36.985;-11.211;6.064453602;0.379867584;0.181565613;32.74326324;24.86046791;35.543293;35.21468735;15.03909111;13.08782482
2;1;-36.988;-11.04;6.079156399;0.376939505;0.315737695;23.4323101;21.90926361;37.4639473;36.76198959;29.06798553;25.25463867
5;1;-36.993;-11.235;5.980382442;0.316350579;0.187654793;22.88435745;20.22570801;35.51237106;35.21762466;13.52850056;11.82724476
5;1;-36.996;-11.205;6.064965248;0.384127855;0.203501761;26.62422752;23.01331902;36.02687836;35.59859085;18.54754448;16.17648506
5;1;-37.001;-11.059;6.080953598;0.376084715;0.311974823;26.01553345;23.07058334;37.46531296;36.76421356;29.0561657;25.25507545
3;1;-37.002;-11.227;6.066362381;0.343892783;0.1976109;21.96484756;20.54246521;35.8295517;35.45816803;16.30887032;14.24575043
4;1;-37.003;-11.255;5.979500294;0.281912684;0.181564271;17.19563293;17.66942024;35.35839081;35.10828018;11.69012642;10.23322773
2;1;-37.008;-11.25;6.067987442;0.299054593;0.184130326;17.31735611;18.10580444;35.48525238;35.20150757;12.91571045;11.29137135
4;1;-37.012;-11.204;6.065477848;0.382268906;0.226291224;19.79214287;20.891819;36.49786758;35.97509766;21.85120392;19.08859634
4;1;-37.016;-11.243;6.068020344;0.328282177;0.192880437;16.68858337;18.56156349;35.78656769;35.42852783;15.61378002;13.63432217
5;1;-37.019;-11.27;6.069642544;0.301983386;0.166133791;15.23921776;17.65393639;35.26776123;35.02312088;11.31531525;9.848843575
2;1;-37.019;-11.23;6.067578316;0.35133487;0.208473265;16.13776779;18.84579659;36.15909576;35.71637726;18.73510742;16.36778259
5;1;-37.021;-11.213;6.066907883;0.373972178;0.232991502;14.66920662;18.77594566;36.68618393;36.12858582;22.96890831;20.0900116
1;1;-37.035;-11.258;6.069936752;0.354955077;0.178929642;13.88183594;18.43302727;35.77135468;35.40013504;15.88703251;13.81041908
2;1;-37.035;-11.202;6.066962719;0.379231244;0.263148725;8.098039627;16.96849251;37.29072571;36.60918427;27.38923645;23.98145103
3;1;-37.047;-11.222;6.068847179;0.376023889;0.247884005;8.836701393;17.19379807;37.0279007;36.39897156;25.3664875;22.18403053
1;1;-37.048;-11.332;5.9272089;0.262090027;0.101993188;11.54017448;14.87831974;34.84568787;34.64548492;7.361306667;6.420443535
1;1;-37.051;-11.246;6.070462704;0.371318966;0.208695769;12.2769165;18.34320259;36.30407715;35.81960297;20.04267693;17.45524788
5;1;-37.059;-11.269;6.07209444;0.367848963;0.188090503;13.79736996;18.66508675;35.88716507;35.4860611;16.9871769;14.73232269
4;1;-37.06;-11.323;6.07505703;0.304005951;0.129032612;11.61102962;15.6823616;35.26317596;34.96697998;10.78801823;9.378603935
4;1;-37.064;-11.238;6.070744991;0.374183416;0.237827539;12.50614452;18.72115707;36.71492767;36.1487999;23.08577919;20.13816261
5;1;-37.069;-11.29;6.073722839;0.36437574;0.1747071;13.2639122;17.9731102;35.612854;35.26672363;14.98452568;12.94243336
1;1;-37.077;-11.343;5.974888325;0.309923947;0.137405083;8.924571991;14.11119366;35.79721832;35.34983826;13.50661659;11.82117271
4;1;-37.081;-11.336;5.975079536;0.328280687;0.152570739;9.108542442;14.62278557;35.9429512;35.47023392;15.00714016;13.10488129
2;1;-37.081;-11.308;6.07536459;0.352834314;0.184394643;10.06554699;15.97855186;35.97649002;35.53782654;16.87514687;14.65456772
2;1;-37.088;-11.359;6.078802109;0.336928517;0.135259688;8.635750771;14.06106281;36.1822052;35.60589981;15.28019524;13.39902782
4;1;-37.091;-11.413;5.619945049;0.22194235;0.117741466;8.464562416;11.73804951;35.50679398;35.14043808;9.395320892;8.377317429
