"","species_name","algorithms","scale_models","consensus_level","which_models","mean_th_par","uncertainty"
"1","rodolito","brt-glm-maxent-maxnet-rf-svmk","yes",0.5,"raw_mean-raw_mean_th-bin_mean-bin_consensus","spec_sens","yes"
