sp;lon;lat
rodolito;-39.68977323;-19.86279569
rodolito;-39.68978368;-19.86295993
rodolito;-39.68980102;-19.86323709
rodolito;-39.68980971;-19.86334667
rodolito;-39.68981341;-19.86343015
rodolito;-39.68981756;-19.86350686
rodolito;-39.6898258;-19.86364562
rodolito;-39.68982895;-19.86371004
rodolito;-39.68983558;-19.86380761
rodolito;-39.68983694;-19.86383471
rodolito;-39.68983824;-19.86382567
rodolito;-39.68984577;-19.86397853
rodolito;-39.68984758;-19.86399859
rodolito;-39.6898534;-19.86408604
rodolito;-39.68985492;-19.86410591
rodolito;-39.68985773;-19.86415994
rodolito;-39.68985773;-19.86415994
rodolito;-39.6898587;-19.86418388
rodolito;-39.68986977;-19.86433845
rodolito;-39.68987177;-19.86440233
rodolito;-39.68987272;-19.86442383
rodolito;-39.68988032;-19.86454715
rodolito;-39.68988339;-19.86459277
rodolito;-39.68988808;-19.86466179
rodolito;-39.68988981;-19.86468573
rodolito;-39.68988981;-19.86468573
rodolito;-39.68989174;-19.86473506
rodolito;-39.68989536;-19.8647767
rodolito;-39.68989754;-19.86483886
rodolito;-39.68990323;-19.86494032
rodolito;-39.68990638;-19.86496208
rodolito;-39.68990916;-19.86500988
rodolito;-39.68990985;-19.8650584
rodolito;-39.68991028;-19.8650255
rodolito;-39.68991607;-19.8651266
rodolito;-39.689917;-19.86514268
rodolito;-39.68992002;-19.8651789
rodolito;-39.6899232;-19.865252
rodolito;-39.68992961;-19.86532164
rodolito;-39.68993108;-19.86535118
rodolito;-39.68993674;-19.86544469
rodolito;-39.68993904;-19.86551281
rodolito;-39.68994503;-19.86559565
rodolito;-39.68995528;-19.86578041
rodolito;-39.68995557;-19.86580245
rodolito;-39.68996317;-19.86592559
rodolito;-39.6899693;-19.8660396
rodolito;-39.68997734;-19.86619798
rodolito;-39.6899806;-19.86622264
rodolito;-39.68999033;-19.86639655
rodolito;-39.68999239;-19.86645311
rodolito;-39.68999716;-19.86649565
rodolito;-39.69000115;-19.86657967
rodolito;-39.69000115;-19.86657967
rodolito;-39.69000577;-19.86669767
rodolito;-39.69001144;-19.86677184
rodolito;-39.69001789;-19.86689597
rodolito;-39.69002471;-19.86699317
rodolito;-39.69002559;-19.86697546
rodolito;-39.6900286;-19.86707548
rodolito;-39.69002967;-19.86710141
rodolito;-39.69003087;-19.86713466
rodolito;-39.69003515;-19.86719835
rodolito;-39.69004537;-19.86737398
rodolito;-39.69005126;-19.86747832
rodolito;-39.69005282;-19.86750678
rodolito;-39.69006088;-19.86762485
rodolito;-39.6900621;-19.86764301
rodolito;-39.69006239;-19.86766642
rodolito;-39.69006614;-19.86771673
rodolito;-39.69006841;-19.86775504
rodolito;-39.69007732;-19.86798082
rodolito;-39.69007804;-19.86790419
rodolito;-39.6900874;-19.86814696
rodolito;-39.69011194;-19.90021937
rodolito;-39.69011461;-19.86843268
rodolito;-39.69012599;-19.8685905
rodolito;-39.69013172;-19.86867849
rodolito;-39.69019846;-19.86957852
rodolito;-39.69020192;-19.86965007
rodolito;-39.69021017;-19.86974655
rodolito;-39.6902164;-19.86988397
rodolito;-39.69024375;-19.87030956
rodolito;-39.69026536;-19.87064527
rodolito;-39.69028633;-19.87101261
rodolito;-39.69029173;-19.87108994
rodolito;-39.69029644;-19.87118435
rodolito;-39.69033187;-19.87175784
rodolito;-39.69033442;-19.87181584
rodolito;-39.69047839;-19.87414006
rodolito;-39.69051042;-19.87463305
rodolito;-39.69057932;-19.87580768
rodolito;-39.69059156;-19.87598673
rodolito;-39.69076463;-19.87854406
rodolito;-39.69081223;-19.87921157
rodolito;-39.69101093;-19.88232372
rodolito;-39.69101526;-19.88239708
rodolito;-39.69101663;-19.88242681
rodolito;-39.69102033;-19.88246393
rodolito;-39.69105167;-19.88299433
rodolito;-39.6913167;-19.88723404
rodolito;-39.6916062;-19.89162827
rodolito;-39.69138156;-19.89751223
rodolito;-39.69613968;-19.90226033
rodolito;-39.69613968;-19.90226033
rodolito;-39.69615409;-19.90227744
rodolito;-39.69615409;-19.90227744
rodolito;-39.69638924;-19.90252863
rodolito;-39.69638924;-19.90252863
rodolito;-39.69646015;-19.90257805
rodolito;-39.69646015;-19.90257805
rodolito;-39.69667691;-19.90299107
rodolito;-39.69667691;-19.90299107
rodolito;-39.69871439;-19.90554577
rodolito;-39.69871439;-19.90554577
rodolito;-39.69933645;-19.90622647
rodolito;-39.69933645;-19.90622647
rodolito;-39.6995399;-19.9064326
rodolito;-39.6995399;-19.9064326
rodolito;-39.69969623;-19.90635427
rodolito;-39.70094601;-19.90769576
rodolito;-39.70094601;-19.90769576
rodolito;-39.70223408;-19.90904792
rodolito;-39.7022401;-19.90906426
rodolito;-39.70366494;-19.91066166
rodolito;-39.70377706;-19.91078763
rodolito;-39.70382817;-19.91084626
rodolito;-39.70386088;-19.91089673
rodolito;-39.70393967;-19.91104814
rodolito;-39.70393967;-19.91104814
rodolito;-39.70394341;-19.91103005
rodolito;-39.70394341;-19.91103005
rodolito;-39.70395317;-19.91086013
rodolito;-39.70395317;-19.91086013
rodolito;-39.70396654;-19.91102463
rodolito;-39.70399833;-19.91113285
rodolito;-39.70399833;-19.91113285
rodolito;-39.70402107;-19.91109029
rodolito;-39.70466749;-19.91186936
rodolito;-39.70466749;-19.91186936
rodolito;-39.70492418;-19.91218109
rodolito;-39.70507392;-19.91238824
rodolito;-39.70507392;-19.91238824
rodolito;-39.70510205;-19.91243431
rodolito;-39.70593468;-19.91345291
rodolito;-39.706269;-19.91386816
rodolito;-39.706269;-19.91386816
rodolito;-39.70672614;-19.91440039
rodolito;-39.70672614;-19.91440039
rodolito;-39.70675043;-19.91449246
rodolito;-39.70675043;-19.91449246
rodolito;-39.70740544;-19.91526336
rodolito;-39.70740544;-19.91526336
rodolito;-39.70777428;-19.91570377
rodolito;-39.70804814;-19.91605509
rodolito;-39.70804814;-19.91605509
rodolito;-39.70862162;-19.91675131
rodolito;-39.71030224;-19.91932626
rodolito;-39.71034175;-19.91940291
rodolito;-39.7104786;-19.91966713
rodolito;-39.71096192;-19.91963809
rodolito;-39.71096192;-19.91963809
rodolito;-39.71225219;-19.92122782
rodolito;-39.71225219;-19.92122782
rodolito;-39.71246653;-19.9215107
rodolito;-39.71246653;-19.9215107
rodolito;-39.71292765;-19.92356279
rodolito;-39.71310542;-19.92378798
rodolito;-39.71314288;-19.92383211
rodolito;-39.71341019;-19.92416363
rodolito;-39.71424933;-19.92511443
rodolito;-39.71426374;-19.92513154
rodolito;-39.71438193;-19.92523414
rodolito;-39.71484653;-19.925713
rodolito;-39.71502206;-19.92591012
rodolito;-39.71560861;-19.92647711
rodolito;-39.71581374;-19.92560694
rodolito;-39.71581374;-19.92560694
rodolito;-39.71591379;-19.92575744
rodolito;-39.71591379;-19.92575744
rodolito;-39.71628922;-19.92701467
rodolito;-39.71677175;-19.92680489
rodolito;-39.71677175;-19.92680489
rodolito;-39.71749774;-19.92803812
rodolito;-39.7175594;-19.9281066
rodolito;-39.71756222;-19.92809756
rodolito;-39.71781727;-19.92833683
rodolito;-39.71804952;-19.92856451
rodolito;-39.71815607;-19.92867161
rodolito;-39.71817089;-19.92856854
rodolito;-39.71817089;-19.92856854
rodolito;-39.71936314;-19.93000229
rodolito;-39.71956779;-19.93025267
rodolito;-39.71958029;-19.93026978
rodolito;-39.71958029;-19.93026978
rodolito;-39.72089379;-19.93188737
rodolito;-39.72187198;-19.93309335
rodolito;-39.72187198;-19.93309335
rodolito;-39.72347098;-19.93507662
rodolito;-39.72347098;-19.93507662
rodolito;-39.72379522;-19.93535452
rodolito;-39.72466297;-19.93664226
rodolito;-39.72466297;-19.93664226
rodolito;-39.72558194;-19.93784032
rodolito;-39.72558194;-19.93784032
rodolito;-39.72737125;-19.9402538
rodolito;-39.72976362;-19.94350606
rodolito;-39.72979613;-19.94351045
rodolito;-39.72979613;-19.94351045
rodolito;-39.73120023;-19.94545739
rodolito;-39.73149834;-19.9458646
rodolito;-39.73179583;-19.94630526
rodolito;-39.73181176;-19.94627626
rodolito;-39.73181176;-19.94627626
rodolito;-39.73203778;-19.94655367
rodolito;-39.73238887;-19.94705192
rodolito;-39.73321282;-19.94813647
rodolito;-39.73338018;-19.94837072
rodolito;-39.73396476;-19.94914361
rodolito;-39.73399009;-19.94924833
rodolito;-39.73519193;-19.95083191
rodolito;-39.7352448;-19.95089946
rodolito;-39.73541982;-19.95117253
rodolito;-39.73706323;-19.95338229
rodolito;-39.73762395;-19.95415255
rodolito;-39.73801152;-19.95468046
rodolito;-39.73903668;-19.95606415
rodolito;-39.74000896;-19.95737577
rodolito;-39.74000896;-19.95737577
rodolito;-39.74061869;-19.95819913
rodolito;-39.74081199;-19.95846037
rodolito;-39.74121307;-19.95900991
rodolito;-39.74121307;-19.95900991
rodolito;-39.7415996;-19.95951161
rodolito;-39.7415996;-19.95951161
rodolito;-39.74160053;-19.95950708
rodolito;-39.74160053;-19.95950708
rodolito;-39.74230892;-19.96054417
rodolito;-39.74271348;-19.96101959
rodolito;-39.74277013;-19.96107447
rodolito;-39.74311738;-19.9615899
rodolito;-39.74329147;-19.96182773
rodolito;-39.74329147;-19.96182773
rodolito;-39.74329719;-19.96182589
rodolito;-39.74329719;-19.96182589
rodolito;-39.74330765;-19.9618141
rodolito;-39.74330765;-19.9618141
rodolito;-39.74331244;-19.96181679
rodolito;-39.74331244;-19.96181679
rodolito;-39.74337274;-19.96200538
rodolito;-39.7435011;-19.96210426
rodolito;-39.74361364;-19.9622583
rodolito;-39.74375117;-19.96244387
rodolito;-39.74425228;-19.963124
rodolito;-39.74521129;-19.96444106
rodolito;-39.74521129;-19.96444106
rodolito;-39.74522464;-19.96443468
rodolito;-39.74522464;-19.96443468
rodolito;-39.74613653;-19.96568688
rodolito;-39.74613653;-19.96568688
rodolito;-39.74613847;-19.96569229
rodolito;-39.74613847;-19.96569229
rodolito;-39.74614134;-19.96569408
rodolito;-39.74614134;-19.96569408
rodolito;-39.74621912;-19.96577237
rodolito;-39.74635788;-19.9659805
rodolito;-39.74702069;-19.96693195
rodolito;-39.74702069;-19.96693195
rodolito;-39.74731126;-19.96731113
rodolito;-39.74733337;-19.96737341
rodolito;-39.74734056;-19.9674782
rodolito;-39.74734056;-19.9674782
rodolito;-39.74736086;-19.96752781
rodolito;-39.74736086;-19.96752781
rodolito;-39.74736182;-19.96752871
rodolito;-39.74736182;-19.96752871
rodolito;-39.74736278;-19.9675287
rodolito;-39.74736278;-19.9675287
rodolito;-39.74762129;-19.96783123
rodolito;-39.74762129;-19.96783123
rodolito;-39.74762129;-19.96783123
rodolito;-39.74762129;-19.96783123
rodolito;-39.74772327;-19.96797357
rodolito;-39.74772327;-19.96797357
rodolito;-39.74895131;-19.96978375
rodolito;-39.74908415;-19.96998379
rodolito;-39.75006592;-19.97144712
rodolito;-39.75186016;-19.974135
rodolito;-39.75249352;-19.97507749
rodolito;-39.75303542;-19.97587851
rodolito;-39.75369188;-19.97685162
rodolito;-39.75391424;-19.97718411
rodolito;-39.75483446;-19.97854917
rodolito;-39.75500005;-19.97879876
rodolito;-39.75550157;-19.97954572
rodolito;-39.75787068;-19.98308229
rodolito;-39.7580892;-19.98340846
rodolito;-39.7593272;-19.98525015
rodolito;-39.75992209;-19.9861232
rodolito;-39.76096275;-19.98766752
rodolito;-39.7611524;-19.98794773
rodolito;-39.76118611;-19.9880009
rodolito;-39.76152882;-19.98850726
rodolito;-39.76214014;-19.98941366
rodolito;-39.76255708;-19.99004891
rodolito;-39.76275927;-19.99035256
rodolito;-39.76349573;-19.99143824
rodolito;-39.76354579;-19.99151212
rodolito;-39.76430253;-19.99263928
rodolito;-39.76501688;-19.99369432
rodolito;-39.76523445;-19.99401326
rodolito;-39.76641772;-19.99577018
rodolito;-39.76710426;-19.99680094
rodolito;-39.76715048;-19.99687032
rodolito;-39.76729876;-19.99709106
rodolito;-39.76771285;-19.99772179
rodolito;-39.76957812;-20.00132723
rodolito;-39.76964973;-20.00150674
rodolito;-39.76978329;-20.00184501
rodolito;-39.77118268;-20.00536119
rodolito;-39.77120492;-20.0054144
rodolito;-39.77167076;-20.00645514
rodolito;-39.77167656;-20.00646776
rodolito;-39.7717152;-20.00655073
rodolito;-39.7718359;-20.00679869
rodolito;-39.77223452;-20.00758038
rodolito;-39.77244296;-20.00797977
rodolito;-39.77252499;-20.00813935
rodolito;-39.77268616;-20.0084513
rodolito;-39.77451178;-20.01230353
rodolito;-39.77458251;-20.01249659
rodolito;-39.7746174;-20.01259403
rodolito;-39.7746174;-20.01259403
rodolito;-39.77463291;-20.01263643
rodolito;-39.77482969;-20.01319129
rodolito;-39.77483454;-20.01320663
rodolito;-39.77494991;-20.01353503
rodolito;-39.77498094;-20.01362435
rodolito;-39.77504495;-20.01381022
rodolito;-39.77509177;-20.01439103
rodolito;-39.77539406;-20.01482073
rodolito;-39.77546967;-20.01503455
rodolito;-39.77558799;-20.0153783
rodolito;-39.77581584;-20.0160279
rodolito;-39.77607863;-20.01678578
rodolito;-39.77630742;-20.01743176
rodolito;-39.77636174;-20.01759055
rodolito;-39.77644027;-20.0178134
rodolito;-39.77649845;-20.01798122
rodolito;-39.77660316;-20.01827895
rodolito;-39.77668362;-20.0185054
rodolito;-39.77668848;-20.01851983
rodolito;-39.77684947;-20.01898629
rodolito;-39.77691151;-20.01916041
rodolito;-39.77701525;-20.01945453
rodolito;-39.77722759;-20.02005902
rodolito;-39.77728773;-20.02023586
rodolito;-39.77728773;-20.02023586
rodolito;-39.77735853;-20.02044157
rodolito;-39.77751081;-20.02088548
rodolito;-39.7777203;-20.02149268
rodolito;-39.77799279;-20.02227491
rodolito;-39.77803931;-20.02240302
rodolito;-39.77828848;-20.02310764
rodolito;-39.77847563;-20.02364175
rodolito;-39.77966363;-20.02686419
rodolito;-39.77989962;-20.02741164
rodolito;-39.77991509;-20.02744681
rodolito;-39.78015882;-20.02801501
rodolito;-39.78039672;-20.02856335
rodolito;-39.78061725;-20.02907833
rodolito;-39.78068784;-20.02923977
rodolito;-39.78071684;-20.02930379
rodolito;-39.78073233;-20.02934168
rodolito;-39.78094316;-20.0298296
rodolito;-39.78095958;-20.02986205
rodolito;-39.78096442;-20.02987468
rodolito;-39.78111632;-20.03023726
rodolito;-39.78119265;-20.03039957
rodolito;-39.78127292;-20.03058446
rodolito;-39.78127775;-20.03059528
rodolito;-39.78139478;-20.03086584
rodolito;-39.78228255;-20.03290135
rodolito;-39.78252441;-20.03347407
rodolito;-39.78256883;-20.03356243
rodolito;-39.78272548;-20.03391775
rodolito;-39.78281833;-20.0341324
rodolito;-39.78306876;-20.03469875
rodolito;-39.78316742;-20.03492693
rodolito;-39.78319452;-20.03499367
rodolito;-39.78334536;-20.03533366
rodolito;-39.78342854;-20.03552486
rodolito;-39.78344305;-20.03556004
rodolito;-39.7841694;-20.037233
rodolito;-39.78518107;-20.0395589
rodolito;-39.7854693;-20.04022267
rodolito;-39.78560661;-20.04053019
rodolito;-39.78602732;-20.04149337
rodolito;-39.78615885;-20.04179278
rodolito;-39.78644608;-20.0424448
rodolito;-39.78683974;-20.04334937
rodolito;-39.78745401;-20.04477432
rodolito;-39.78755656;-20.04501422
rodolito;-39.78775583;-20.04547417
rodolito;-39.78826365;-20.04664207
rodolito;-39.78833912;-20.04681974
rodolito;-39.78876811;-20.04790125
rodolito;-39.78880884;-20.04801492
rodolito;-39.78901167;-20.0486131
rodolito;-39.78905245;-20.04873671
rodolito;-39.78911943;-20.04893611
rodolito;-39.78913499;-20.04898845
rodolito;-39.78915827;-20.04905431
rodolito;-39.78922335;-20.04925913
rodolito;-39.78927291;-20.04941704
rodolito;-39.78933216;-20.04960111
rodolito;-39.78953717;-20.05025079
rodolito;-39.78958861;-20.05040327
rodolito;-39.78971197;-20.05078855
rodolito;-39.78979746;-20.05105654
rodolito;-39.79017827;-20.0522494
rodolito;-39.79020058;-20.05231255
rodolito;-39.79038996;-20.05289633
rodolito;-39.79043369;-20.05303529
rodolito;-39.79056487;-20.05326151
rodolito;-39.79063862;-20.0536678
rodolito;-39.79073376;-20.05395472
rodolito;-39.7908979;-20.0544609
rodolito;-39.79099696;-20.05476407
rodolito;-39.79100378;-20.05479024
rodolito;-39.79110286;-20.05509792
rodolito;-39.79110967;-20.05512139
rodolito;-39.79132431;-20.05578186
rodolito;-39.79143603;-20.05613105
rodolito;-39.7915011;-20.05633046
rodolito;-39.79154286;-20.05645768
rodolito;-39.79175071;-20.0570992
rodolito;-39.79176139;-20.05713169
rodolito;-39.79183812;-20.05736809
rodolito;-39.79187307;-20.05747184
rodolito;-39.79207703;-20.05809893
rodolito;-39.79213524;-20.05826674
rodolito;-39.79224796;-20.05862315
rodolito;-39.7924208;-20.05914647
rodolito;-39.7926636;-20.05988904
rodolito;-39.79280635;-20.06032393
rodolito;-39.79287238;-20.06052333
rodolito;-39.79299182;-20.06088514
rodolito;-39.79319194;-20.06150863
rodolito;-39.79322597;-20.06161871
rodolito;-39.79325411;-20.06169991
rodolito;-39.79326285;-20.06172608
rodolito;-39.7932959;-20.06183345
rodolito;-39.7934775;-20.06238564
rodolito;-39.79350474;-20.06247769
rodolito;-39.79360962;-20.06279709
rodolito;-39.79363198;-20.06286837
rodolito;-39.79366695;-20.06297665
rodolito;-39.79375242;-20.06323921
rodolito;-39.79389519;-20.06367591
rodolito;-39.79389811;-20.06368584
rodolito;-39.79399818;-20.06399713
rodolito;-39.79407783;-20.06424345
rodolito;-39.79419053;-20.06459445
rodolito;-39.79421189;-20.0646585
rodolito;-39.79422452;-20.06469911
rodolito;-39.7943382;-20.06505371
rodolito;-39.79437415;-20.0651665
rodolito;-39.7944431;-20.06537673
rodolito;-39.79459946;-20.06585222
rodolito;-39.79463833;-20.06597403
rodolito;-39.79466942;-20.06607058
rodolito;-39.79468496;-20.0661184
rodolito;-39.79470146;-20.06616802
rodolito;-39.79502019;-20.06717139
rodolito;-39.79502701;-20.06719575
rodolito;-39.79509887;-20.0674141
rodolito;-39.79510857;-20.06744026
rodolito;-39.79519598;-20.06770733
rodolito;-39.79526107;-20.06790854
rodolito;-39.79558164;-20.06889834
rodolito;-39.7957215;-20.06932421
rodolito;-39.7957215;-20.06932421
rodolito;-39.79576716;-20.06946406
rodolito;-39.79593134;-20.06997295
rodolito;-39.79599546;-20.07017145
rodolito;-39.79609554;-20.07048455
rodolito;-39.79622083;-20.07086531
rodolito;-39.79623151;-20.07089688
rodolito;-39.79628298;-20.07105207
rodolito;-39.79629878;-20.07039237
rodolito;-39.7963335;-20.07120816
rodolito;-39.79635874;-20.07128214
rodolito;-39.79637235;-20.07132726
rodolito;-39.79644422;-20.07154471
rodolito;-39.79645198;-20.07156726
rodolito;-39.79651514;-20.07176306
rodolito;-39.79654331;-20.07185058
rodolito;-39.79658898;-20.07199314
rodolito;-39.79662397;-20.07210503
rodolito;-39.79666183;-20.0722151
rodolito;-39.79673766;-20.07246144
rodolito;-39.79705685;-20.07355064
rodolito;-39.79709877;-20.07370767
rodolito;-39.79712512;-20.07381328
rodolito;-39.79714171;-20.07387916
rodolito;-39.79718956;-20.07407503
rodolito;-39.79724042;-20.07429799
rodolito;-39.7972786;-20.07447221
rodolito;-39.79731875;-20.07465907
rodolito;-39.79742291;-20.07520979
rodolito;-39.79742783;-20.07523598
rodolito;-39.79746324;-20.07543009
rodolito;-39.79746324;-20.07543009
rodolito;-39.79747214;-20.07548788
rodolito;-39.79750074;-20.07566034
rodolito;-39.79750564;-20.0756829
rodolito;-39.7976027;-20.07634209
rodolito;-39.79761169;-20.07641795
rodolito;-39.79767395;-20.0770041
rodolito;-39.79770123;-20.07729223
rodolito;-39.79770123;-20.07729223
rodolito;-39.79770336;-20.07733649
rodolito;-39.79770648;-20.07738527
rodolito;-39.79774191;-20.0779607
rodolito;-39.79774612;-20.07803659
rodolito;-39.79775356;-20.07818384
rodolito;-39.79777002;-20.07841418
rodolito;-39.79777615;-20.07849006
rodolito;-39.79780689;-20.07889654
rodolito;-39.79781291;-20.07895163
rodolito;-39.79781918;-20.07905642
rodolito;-39.79785301;-20.07950535
rodolito;-39.7978592;-20.07959478
rodolito;-39.79789312;-20.08006088
rodolito;-39.79789719;-20.08010966
rodolito;-39.79814218;-20.0835395
rodolito;-39.79815542;-20.08369937
rodolito;-39.79818106;-20.08404082
rodolito;-39.79827756;-20.08534427
rodolito;-39.7982909;-20.08552312
rodolito;-39.79831664;-20.08588354
rodolito;-39.79831975;-20.08593051
rodolito;-39.79844957;-20.08776874
rodolito;-39.79845794;-20.08791056
rodolito;-39.79848233;-20.08743878
rodolito;-39.79859697;-20.08986712
rodolito;-39.79859903;-20.08989602
rodolito;-39.79864821;-20.09054097
rodolito;-39.79866467;-20.0907695
rodolito;-39.79868627;-20.09106759
rodolito;-39.79877882;-20.09234485
rodolito;-39.79883341;-20.09311266
rodolito;-39.79887782;-20.09375943
rodolito;-39.79889019;-20.09393558
rodolito;-39.79893194;-20.09462392
rodolito;-39.79893915;-20.0947251
rodolito;-39.79896095;-20.09506384
rodolito;-39.79896101;-20.09507649
rodolito;-39.79896723;-20.09517044
rodolito;-39.79897772;-20.09535382
rodolito;-39.79898476;-20.09542156
rodolito;-39.79899411;-20.09556699
rodolito;-39.79902401;-20.09599336
rodolito;-39.7990566;-20.09638446
rodolito;-39.79905685;-20.09605646
rodolito;-39.79906369;-20.09646214
rodolito;-39.79913692;-20.09713318
rodolito;-39.79914686;-20.09720723
rodolito;-39.79915087;-20.09724426
rodolito;-39.79920697;-20.09774459
rodolito;-39.79920697;-20.09774459
rodolito;-39.79923698;-20.09781403
rodolito;-39.79924593;-20.09788086
rodolito;-39.7993492;-20.09844152
rodolito;-39.79942778;-20.09884688
rodolito;-39.79943655;-20.09887937
rodolito;-39.79947375;-20.09904727
rodolito;-39.79949817;-20.09914655
rodolito;-39.79953142;-20.09929008
rodolito;-39.7995344;-20.09931265
rodolito;-39.79956756;-20.0994381
rodolito;-39.79960367;-20.0995789
rodolito;-39.79965736;-20.0997919
rodolito;-39.79971295;-20.10000399
rodolito;-39.79971295;-20.10000399
rodolito;-39.79972265;-20.10003015
rodolito;-39.7997665;-20.10018899
rodolito;-39.79999614;-20.1009569
rodolito;-39.8000059;-20.10099481
rodolito;-39.80010806;-20.10133591
rodolito;-39.8001538;-20.10148841
rodolito;-39.8001538;-20.10148841
rodolito;-39.80017227;-20.10154796
rodolito;-39.80017227;-20.10154796
rodolito;-39.80020437;-20.10165353
rodolito;-39.80026855;-20.10185926
rodolito;-39.80043682;-20.10240788
rodolito;-39.80057302;-20.10285906
rodolito;-39.8011653;-20.10477651
rodolito;-39.8012985;-20.10519878
rodolito;-39.80203964;-20.10760529
rodolito;-39.80208147;-20.10774155
rodolito;-39.80224299;-20.10827754
rodolito;-39.80259027;-20.10941268
rodolito;-39.80259422;-20.10943706
rodolito;-39.80288696;-20.11038089
rodolito;-39.80294827;-20.11058663
rodolito;-39.80346185;-20.11225322
rodolito;-39.80499508;-20.11726748
rodolito;-39.80521198;-20.11796677
rodolito;-39.80534331;-20.11839357
rodolito;-39.80574127;-20.11970196
rodolito;-39.80588817;-20.12018019
rodolito;-39.80596116;-20.12042292
rodolito;-39.80610025;-20.12087137
rodolito;-39.80624326;-20.12133516
rodolito;-39.80643878;-20.12196768
rodolito;-39.80647478;-20.12208408
rodolito;-39.8067725;-20.12305679
rodolito;-39.80682989;-20.12324176
rodolito;-39.80720446;-20.1244626
rodolito;-39.80738536;-20.12503917
rodolito;-39.80760039;-20.12574117
rodolito;-39.80785335;-20.12656499
rodolito;-39.80793801;-20.126842
rodolito;-39.80808299;-20.12731753
rodolito;-39.80816085;-20.12757379
rodolito;-39.80834665;-20.12817202
rodolito;-39.80837196;-20.12825865
rodolito;-39.80841179;-20.12837593
rodolito;-39.80842156;-20.12841474
rodolito;-39.80850133;-20.1286728
rodolito;-39.80850133;-20.1286728
rodolito;-39.8085578;-20.1288641
rodolito;-39.80875138;-20.12948488
rodolito;-39.80887105;-20.12987468
rodolito;-39.80891968;-20.13002807
rodolito;-39.80891968;-20.13002807
rodolito;-39.80899068;-20.13025455
rodolito;-39.80901309;-20.13033306
rodolito;-39.80912209;-20.13069218
rodolito;-39.80917465;-20.13086814
rodolito;-39.80919897;-20.13094574
rodolito;-39.8093342;-20.13138245
rodolito;-39.80939453;-20.13157916
rodolito;-39.80944314;-20.13172984
rodolito;-39.80948016;-20.13185888
rodolito;-39.80981394;-20.1329534
rodolito;-39.80981394;-20.1329534
rodolito;-39.80982272;-20.13298498
rodolito;-39.80987527;-20.13315823
rodolito;-39.81000769;-20.1336049
rodolito;-39.81004662;-20.13373393
rodolito;-39.81006511;-20.13379529
rodolito;-39.81014589;-20.13406057
rodolito;-39.81021401;-20.13428345
rodolito;-39.81028115;-20.13450271
rodolito;-39.8103706;-20.13478151
rodolito;-39.81065318;-20.13558982
rodolito;-39.81078808;-20.13596238
rodolito;-39.810856;-20.13614459
rodolito;-39.8110433;-20.13665968
rodolito;-39.81107533;-20.13674808
rodolito;-39.81125969;-20.13724873
rodolito;-39.81126649;-20.13726857
rodolito;-39.81139944;-20.13763211
rodolito;-39.81148872;-20.13787566
rodolito;-39.81150234;-20.13791897
rodolito;-39.81178862;-20.13870287
rodolito;-39.81182941;-20.13882015
rodolito;-39.81185852;-20.13889772
rodolito;-39.81215456;-20.13971772
rodolito;-39.81227778;-20.14004967
rodolito;-39.8127213;-20.14126385
rodolito;-39.813061;-20.1421975
rodolito;-39.81321435;-20.14262057
rodolito;-39.81330363;-20.14286322
rodolito;-39.81342498;-20.14320151
rodolito;-39.8135492;-20.14354068
rodolito;-39.81379373;-20.14420188
rodolito;-39.81444308;-20.14598979
rodolito;-39.81471192;-20.14672406
rodolito;-39.81535552;-20.14850476
rodolito;-39.81540114;-20.14863105
rodolito;-39.81582343;-20.14980195
rodolito;-39.81590208;-20.15002206
rodolito;-39.8159215;-20.15007619
rodolito;-39.81623405;-20.15093405
rodolito;-39.81664757;-20.15207155
rodolito;-39.8167874;-20.15246486
rodolito;-39.81697667;-20.15298174
rodolito;-39.8175359;-20.15453873
rodolito;-39.81789022;-20.15551205
rodolito;-39.81789898;-20.15554002
rodolito;-39.81794656;-20.15567353
rodolito;-39.81821742;-20.15642225
rodolito;-39.81825337;-20.1565269
rodolito;-39.81883589;-20.15813889
rodolito;-39.81900965;-20.15861518
rodolito;-39.81932228;-20.15948206
rodolito;-39.81934752;-20.15955062
rodolito;-39.81967949;-20.16045537
rodolito;-39.81969017;-20.16048514
rodolito;-39.81997267;-20.16125909
rodolito;-39.82036489;-20.16233886
rodolito;-39.82042409;-20.16249761
rodolito;-39.82070341;-20.16321285
rodolito;-39.82117133;-20.16449195
rodolito;-39.82139565;-20.16511889
rodolito;-39.82148692;-20.16537056
rodolito;-39.82171124;-20.1659966
rodolito;-39.82180058;-20.16624557
rodolito;-39.82201328;-20.16684456
rodolito;-39.8220521;-20.16694919
rodolito;-39.82237548;-20.16785036
rodolito;-39.82327767;-20.17036804
rodolito;-39.82407478;-20.17255097
rodolito;-39.82444554;-20.17354318
rodolito;-39.82447659;-20.17362435
rodolito;-39.82447659;-20.17362435
rodolito;-39.82451636;-20.17372446
rodolito;-39.82484849;-20.17464727
rodolito;-39.82489035;-20.17478352
rodolito;-39.82505391;-20.17531315
rodolito;-39.82505781;-20.17532759
rodolito;-39.8252707;-20.17613891
rodolito;-39.82543434;-20.17686733
rodolito;-39.82549021;-20.17711826
rodolito;-39.82608518;-20.17979188
rodolito;-39.82616748;-20.18015563
rodolito;-39.82641924;-20.18125772
rodolito;-39.82646923;-20.18148248
rodolito;-39.82658089;-20.18196898
rodolito;-39.82666122;-20.182321
rodolito;-39.82674064;-20.18268116
rodolito;-39.8267837;-20.18286077
