Project;X;Y;Ecoregion;Basin;BC region
GOLFINHO;-39.68961374;-19.8603677;ER76;ES;
GOLFINHO;-39.68963019;-19.86061568;ER76;ES;
GOLFINHO;-39.68963568;-19.86073765;ER76;ES;
GOLFINHO;-39.6896425;-19.86078967;ER76;ES;
GOLFINHO;-39.68964526;-19.86080981;ER76;ES;
GOLFINHO;-39.68964768;-19.86084044;ER76;ES;
GOLFINHO;-39.68965264;-19.86099386;ER76;ES;
GOLFINHO;-39.68966923;-19.86118617;ER76;ES;
GOLFINHO;-39.68968009;-19.86131065;ER76;ES;
GOLFINHO;-39.68968422;-19.86140525;ER76;ES;
GOLFINHO;-39.68968949;-19.86140884;ER76;ES;
GOLFINHO;-39.68970614;-19.86176996;ER76;ES;
GOLFINHO;-39.68971304;-19.86184204;ER76;ES;
GOLFINHO;-39.68972384;-19.86204261;ER76;ES;
GOLFINHO;-39.68973792;-19.86225057;ER76;ES;
GOLFINHO;-39.68974436;-19.8623476;ER76;ES;
GOLFINHO;-39.68974818;-19.86239186;ER76;ES;
GOLFINHO;-39.68975342;-19.86247796;ER76;ES;
GOLFINHO;-39.68976178;-19.86259892;ER76;ES;
GOLFINHO;-39.68976185;-19.86261582;ER76;ES;
GOLFINHO;-39.68977087;-19.86275783;ER76;ES;
GOLFINHO;-39.68977323;-19.86279569;ER76;ES;
GOLFINHO;-39.68978368;-19.86295993;ER76;ES;
GOLFINHO;-39.68980102;-19.86323709;ER76;ES;
GOLFINHO;-39.68980971;-19.86334667;ER76;ES;
GOLFINHO;-39.68981341;-19.86343015;ER76;ES;
GOLFINHO;-39.68981756;-19.86350686;ER76;ES;
GOLFINHO;-39.6898258;-19.86364562;ER76;ES;
GOLFINHO;-39.68982895;-19.86371004;ER76;ES;
GOLFINHO;-39.68983558;-19.86380761;ER76;ES;
GOLFINHO;-39.68983694;-19.86383471;ER76;ES;
GOLFINHO;-39.68983824;-19.86382567;ER76;ES;
GOLFINHO;-39.68984577;-19.86397853;ER76;ES;
GOLFINHO;-39.68984758;-19.86399859;ER76;ES;
GOLFINHO;-39.6898534;-19.86408604;ER76;ES;
GOLFINHO;-39.68985492;-19.86410591;ER76;ES;
GOLFINHO;-39.68985773;-19.86415994;ER76;ES;
GOLFINHO;-39.68985773;-19.86415994;ER76;ES;
GOLFINHO;-39.6898587;-19.86418388;ER76;ES;
GOLFINHO;-39.68986977;-19.86433845;ER76;ES;
GOLFINHO;-39.68987177;-19.86440233;ER76;ES;
GOLFINHO;-39.68987272;-19.86442383;ER76;ES;
GOLFINHO;-39.68988032;-19.86454715;ER76;ES;
GOLFINHO;-39.68988339;-19.86459277;ER76;ES;
GOLFINHO;-39.68988808;-19.86466179;ER76;ES;
GOLFINHO;-39.68988981;-19.86468573;ER76;ES;
GOLFINHO;-39.68988981;-19.86468573;ER76;ES;
GOLFINHO;-39.68989174;-19.86473506;ER76;ES;
GOLFINHO;-39.68989536;-19.8647767;ER76;ES;
GOLFINHO;-39.68989754;-19.86483886;ER76;ES;
GOLFINHO;-39.68990323;-19.86494032;ER76;ES;
GOLFINHO;-39.68990638;-19.86496208;ER76;ES;
GOLFINHO;-39.68990916;-19.86500988;ER76;ES;
GOLFINHO;-39.68990985;-19.8650584;ER76;ES;
GOLFINHO;-39.68991028;-19.8650255;ER76;ES;
GOLFINHO;-39.68991607;-19.8651266;ER76;ES;
GOLFINHO;-39.689917;-19.86514268;ER76;ES;
GOLFINHO;-39.68992002;-19.8651789;ER76;ES;
GOLFINHO;-39.6899232;-19.865252;ER76;ES;
GOLFINHO;-39.68992961;-19.86532164;ER76;ES;
GOLFINHO;-39.68993108;-19.86535118;ER76;ES;
GOLFINHO;-39.68993674;-19.86544469;ER76;ES;
GOLFINHO;-39.68993904;-19.86551281;ER76;ES;
GOLFINHO;-39.68994503;-19.86559565;ER76;ES;
GOLFINHO;-39.68995528;-19.86578041;ER76;ES;
GOLFINHO;-39.68995557;-19.86580245;ER76;ES;
GOLFINHO;-39.68996317;-19.86592559;ER76;ES;
GOLFINHO;-39.6899693;-19.8660396;ER76;ES;
GOLFINHO;-39.68997734;-19.86619798;ER76;ES;
GOLFINHO;-39.6899806;-19.86622264;ER76;ES;
GOLFINHO;-39.68999033;-19.86639655;ER76;ES;
GOLFINHO;-39.68999239;-19.86645311;ER76;ES;
GOLFINHO;-39.68999716;-19.86649565;ER76;ES;
GOLFINHO;-39.69000115;-19.86657967;ER76;ES;
GOLFINHO;-39.69000115;-19.86657967;ER76;ES;
GOLFINHO;-39.69000577;-19.86669767;ER76;ES;
GOLFINHO;-39.69001144;-19.86677184;ER76;ES;
GOLFINHO;-39.69001789;-19.86689597;ER76;ES;
GOLFINHO;-39.69002471;-19.86699317;ER76;ES;
GOLFINHO;-39.69002559;-19.86697546;ER76;ES;
GOLFINHO;-39.6900286;-19.86707548;ER76;ES;
GOLFINHO;-39.69002967;-19.86710141;ER76;ES;
GOLFINHO;-39.69003087;-19.86713466;ER76;ES;
GOLFINHO;-39.69003515;-19.86719835;ER76;ES;
GOLFINHO;-39.69004537;-19.86737398;ER76;ES;
GOLFINHO;-39.69005126;-19.86747832;ER76;ES;
GOLFINHO;-39.69005282;-19.86750678;ER76;ES;
GOLFINHO;-39.69006088;-19.86762485;ER76;ES;
GOLFINHO;-39.6900621;-19.86764301;ER76;ES;
GOLFINHO;-39.69006239;-19.86766642;ER76;ES;
GOLFINHO;-39.69006614;-19.86771673;ER76;ES;
GOLFINHO;-39.69006841;-19.86775504;ER76;ES;
GOLFINHO;-39.69007732;-19.86798082;ER76;ES;
GOLFINHO;-39.69007804;-19.86790419;ER76;ES;
GOLFINHO;-39.6900874;-19.86814696;ER76;ES;
GOLFINHO;-39.69011194;-19.90021937;ER76;ES;
GOLFINHO;-39.69011461;-19.86843268;ER76;ES;
GOLFINHO;-39.69012599;-19.8685905;ER76;ES;
GOLFINHO;-39.69013172;-19.86867849;ER76;ES;
GOLFINHO;-39.69019846;-19.86957852;ER76;ES;
GOLFINHO;-39.69020192;-19.86965007;ER76;ES;
GOLFINHO;-39.69021017;-19.86974655;ER76;ES;
GOLFINHO;-39.6902164;-19.86988397;ER76;ES;
GOLFINHO;-39.69024375;-19.87030956;ER76;ES;
GOLFINHO;-39.69026536;-19.87064527;ER76;ES;
GOLFINHO;-39.69028633;-19.87101261;ER76;ES;
GOLFINHO;-39.69029173;-19.87108994;ER76;ES;
GOLFINHO;-39.69029644;-19.87118435;ER76;ES;
GOLFINHO;-39.69033187;-19.87175784;ER76;ES;
GOLFINHO;-39.69033442;-19.87181584;ER76;ES;
GOLFINHO;-39.69047839;-19.87414006;ER76;ES;
GOLFINHO;-39.69051042;-19.87463305;ER76;ES;
GOLFINHO;-39.69057932;-19.87580768;ER76;ES;
GOLFINHO;-39.69059156;-19.87598673;ER76;ES;
GOLFINHO;-39.69076463;-19.87854406;ER76;ES;
GOLFINHO;-39.69081223;-19.87921157;ER76;ES;
GOLFINHO;-39.69101093;-19.88232372;ER76;ES;
GOLFINHO;-39.69101526;-19.88239708;ER76;ES;
GOLFINHO;-39.69101663;-19.88242681;ER76;ES;
GOLFINHO;-39.69102033;-19.88246393;ER76;ES;
GOLFINHO;-39.69105167;-19.88299433;ER76;ES;
GOLFINHO;-39.6913167;-19.88723404;ER76;ES;
GOLFINHO;-39.6916062;-19.89162827;ER76;ES;
GSNC;-39.69138156;-19.89751223;ER76;ES;
GSNC;-39.69613968;-19.90226033;ER76;ES;
GSNC;-39.69613968;-19.90226033;ER76;ES;
GSNC;-39.69615409;-19.90227744;ER76;ES;
GSNC;-39.69615409;-19.90227744;ER76;ES;
GSNC;-39.69638924;-19.90252863;ER76;ES;
GSNC;-39.69638924;-19.90252863;ER76;ES;
GSNC;-39.69646015;-19.90257805;ER76;ES;
GSNC;-39.69646015;-19.90257805;ER76;ES;
GSNC;-39.69667691;-19.90299107;ER76;ES;
GSNC;-39.69667691;-19.90299107;ER76;ES;
GSNC;-39.69871439;-19.90554577;ER76;ES;
GSNC;-39.69871439;-19.90554577;ER76;ES;
GSNC;-39.69933645;-19.90622647;ER76;ES;
GSNC;-39.69933645;-19.90622647;ER76;ES;
GSNC;-39.6995399;-19.9064326;ER76;ES;
GSNC;-39.6995399;-19.9064326;ER76;ES;
GSNC;-39.69969623;-19.90635427;ER76;ES;
GSNC;-39.70094601;-19.90769576;ER76;ES;
GSNC;-39.70094601;-19.90769576;ER76;ES;
GSNC;-39.70223408;-19.90904792;ER76;ES;
GSNC;-39.7022401;-19.90906426;ER76;ES;
GSNC;-39.70366494;-19.91066166;ER76;ES;
GSNC;-39.70377706;-19.91078763;ER76;ES;
GSNC;-39.70382817;-19.91084626;ER76;ES;
GSNC;-39.70386088;-19.91089673;ER76;ES;
GSNC;-39.70393967;-19.91104814;ER76;ES;
GSNC;-39.70393967;-19.91104814;ER76;ES;
GSNC;-39.70394341;-19.91103005;ER76;ES;
GSNC;-39.70394341;-19.91103005;ER76;ES;
GSNC;-39.70395317;-19.91086013;ER76;ES;
GSNC;-39.70395317;-19.91086013;ER76;ES;
GSNC;-39.70396654;-19.91102463;ER76;ES;
GSNC;-39.70399833;-19.91113285;ER76;ES;
GSNC;-39.70399833;-19.91113285;ER76;ES;
GSNC;-39.70402107;-19.91109029;ER76;ES;
GSNC;-39.70466749;-19.91186936;ER76;ES;
GSNC;-39.70466749;-19.91186936;ER76;ES;
GSNC;-39.70492418;-19.91218109;ER76;ES;
GSNC;-39.70507392;-19.91238824;ER76;ES;
GSNC;-39.70507392;-19.91238824;ER76;ES;
GSNC;-39.70510205;-19.91243431;ER76;ES;
GSNC;-39.70593468;-19.91345291;ER76;ES;
GSNC;-39.706269;-19.91386816;ER76;ES;
GSNC;-39.706269;-19.91386816;ER76;ES;
GSNC;-39.70672614;-19.91440039;ER76;ES;
GSNC;-39.70672614;-19.91440039;ER76;ES;
GSNC;-39.70675043;-19.91449246;ER76;ES;
GSNC;-39.70675043;-19.91449246;ER76;ES;
GSNC;-39.70740544;-19.91526336;ER76;ES;
GSNC;-39.70740544;-19.91526336;ER76;ES;
GSNC;-39.70777428;-19.91570377;ER76;ES;
GSNC;-39.70804814;-19.91605509;ER76;ES;
GSNC;-39.70804814;-19.91605509;ER76;ES;
GSNC;-39.70862162;-19.91675131;ER76;ES;
GSNC;-39.71030224;-19.91932626;ER76;ES;
GSNC;-39.71034175;-19.91940291;ER76;ES;
GSNC;-39.7104786;-19.91966713;ER76;ES;
GSNC;-39.71096192;-19.91963809;ER76;ES;
GSNC;-39.71096192;-19.91963809;ER76;ES;
GSNC;-39.71225219;-19.92122782;ER76;ES;
GSNC;-39.71225219;-19.92122782;ER76;ES;
GSNC;-39.71246653;-19.9215107;ER76;ES;
GSNC;-39.71246653;-19.9215107;ER76;ES;
GSNC;-39.71292765;-19.92356279;ER76;ES;
GSNC;-39.71310542;-19.92378798;ER76;ES;
GSNC;-39.71314288;-19.92383211;ER76;ES;
GSNC;-39.71341019;-19.92416363;ER76;ES;
GSNC;-39.71424933;-19.92511443;ER76;ES;
GSNC;-39.71426374;-19.92513154;ER76;ES;
GSNC;-39.71438193;-19.92523414;ER76;ES;
GSNC;-39.71484653;-19.925713;ER76;ES;
GSNC;-39.71502206;-19.92591012;ER76;ES;
GSNC;-39.71560861;-19.92647711;ER76;ES;
GSNC;-39.71581374;-19.92560694;ER76;ES;
GSNC;-39.71581374;-19.92560694;ER76;ES;
GSNC;-39.71591379;-19.92575744;ER76;ES;
GSNC;-39.71591379;-19.92575744;ER76;ES;
GSNC;-39.71628922;-19.92701467;ER76;ES;
GSNC;-39.71677175;-19.92680489;ER76;ES;
GSNC;-39.71677175;-19.92680489;ER76;ES;
GSNC;-39.71749774;-19.92803812;ER76;ES;
GSNC;-39.7175594;-19.9281066;ER76;ES;
GSNC;-39.71756222;-19.92809756;ER76;ES;
GSNC;-39.71781727;-19.92833683;ER76;ES;
GSNC;-39.71804952;-19.92856451;ER76;ES;
GSNC;-39.71815607;-19.92867161;ER76;ES;
GSNC;-39.71817089;-19.92856854;ER76;ES;
GSNC;-39.71817089;-19.92856854;ER76;ES;
GSNC;-39.71936314;-19.93000229;ER76;ES;
GSNC;-39.71956779;-19.93025267;ER76;ES;
GSNC;-39.71958029;-19.93026978;ER76;ES;
GSNC;-39.71958029;-19.93026978;ER76;ES;
GSNC;-39.72089379;-19.93188737;ER76;ES;
GSNC;-39.72187198;-19.93309335;ER76;ES;
GSNC;-39.72187198;-19.93309335;ER76;ES;
GSNC;-39.72347098;-19.93507662;ER76;ES;
GSNC;-39.72347098;-19.93507662;ER76;ES;
GSNC;-39.72379522;-19.93535452;ER76;ES;
GSNC;-39.72466297;-19.93664226;ER76;ES;
GSNC;-39.72466297;-19.93664226;ER76;ES;
GSNC;-39.72558194;-19.93784032;ER76;ES;
GSNC;-39.72558194;-19.93784032;ER76;ES;
GSNC;-39.72737125;-19.9402538;ER76;ES;
GSNC;-39.72976362;-19.94350606;ER76;ES;
GSNC;-39.72979613;-19.94351045;ER76;ES;
GSNC;-39.72979613;-19.94351045;ER76;ES;
GSNC;-39.73120023;-19.94545739;ER76;ES;
GSNC;-39.73149834;-19.9458646;ER76;ES;
GSNC;-39.73179583;-19.94630526;ER76;ES;
GSNC;-39.73181176;-19.94627626;ER76;ES;
GSNC;-39.73181176;-19.94627626;ER76;ES;
GSNC;-39.73203778;-19.94655367;ER76;ES;
GSNC;-39.73238887;-19.94705192;ER76;ES;
GSNC;-39.73321282;-19.94813647;ER76;ES;
GSNC;-39.73338018;-19.94837072;ER76;ES;
GSNC;-39.73396476;-19.94914361;ER76;ES;
GSNC;-39.73399009;-19.94924833;ER76;ES;
GSNC;-39.73519193;-19.95083191;ER76;ES;
GSNC;-39.7352448;-19.95089946;ER76;ES;
GSNC;-39.73541982;-19.95117253;ER76;ES;
GSNC;-39.73706323;-19.95338229;ER76;ES;
GSNC;-39.73762395;-19.95415255;ER76;ES;
GSNC;-39.73801152;-19.95468046;ER76;ES;
GSNC;-39.73903668;-19.95606415;ER76;ES;
GSNC;-39.74000896;-19.95737577;ER76;ES;
GSNC;-39.74000896;-19.95737577;ER76;ES;
GSNC;-39.74061869;-19.95819913;ER76;ES;
GSNC;-39.74081199;-19.95846037;ER76;ES;
GSNC;-39.74121307;-19.95900991;ER76;ES;
GSNC;-39.74121307;-19.95900991;ER76;ES;
GSNC;-39.7415996;-19.95951161;ER76;ES;
GSNC;-39.7415996;-19.95951161;ER76;ES;
GSNC;-39.74160053;-19.95950708;ER76;ES;
GSNC;-39.74160053;-19.95950708;ER76;ES;
GSNC;-39.74230892;-19.96054417;ER76;ES;
GSNC;-39.74271348;-19.96101959;ER76;ES;
GSNC;-39.74277013;-19.96107447;ER76;ES;
GSNC;-39.74311738;-19.9615899;ER76;ES;
GSNC;-39.74329147;-19.96182773;ER76;ES;
GSNC;-39.74329147;-19.96182773;ER76;ES;
GSNC;-39.74329719;-19.96182589;ER76;ES;
GSNC;-39.74329719;-19.96182589;ER76;ES;
GSNC;-39.74330765;-19.9618141;ER76;ES;
GSNC;-39.74330765;-19.9618141;ER76;ES;
GSNC;-39.74331244;-19.96181679;ER76;ES;
GSNC;-39.74331244;-19.96181679;ER76;ES;
GSNC;-39.74337274;-19.96200538;ER76;ES;
GSNC;-39.7435011;-19.96210426;ER76;ES;
GSNC;-39.74361364;-19.9622583;ER76;ES;
GSNC;-39.74375117;-19.96244387;ER76;ES;
GSNC;-39.74425228;-19.963124;ER76;ES;
GSNC;-39.74521129;-19.96444106;ER76;ES;
GSNC;-39.74521129;-19.96444106;ER76;ES;
GSNC;-39.74522464;-19.96443468;ER76;ES;
GSNC;-39.74522464;-19.96443468;ER76;ES;
GSNC;-39.74613653;-19.96568688;ER76;ES;
GSNC;-39.74613653;-19.96568688;ER76;ES;
GSNC;-39.74613847;-19.96569229;ER76;ES;
GSNC;-39.74613847;-19.96569229;ER76;ES;
GSNC;-39.74614134;-19.96569408;ER76;ES;
GSNC;-39.74614134;-19.96569408;ER76;ES;
GSNC;-39.74621912;-19.96577237;ER76;ES;
GSNC;-39.74635788;-19.9659805;ER76;ES;
GSNC;-39.74702069;-19.96693195;ER76;ES;
GSNC;-39.74702069;-19.96693195;ER76;ES;
GSNC;-39.74731126;-19.96731113;ER76;ES;
GSNC;-39.74733337;-19.96737341;ER76;ES;
GSNC;-39.74734056;-19.9674782;ER76;ES;
GSNC;-39.74734056;-19.9674782;ER76;ES;
GSNC;-39.74736086;-19.96752781;ER76;ES;
GSNC;-39.74736086;-19.96752781;ER76;ES;
GSNC;-39.74736182;-19.96752871;ER76;ES;
GSNC;-39.74736182;-19.96752871;ER76;ES;
GSNC;-39.74736278;-19.9675287;ER76;ES;
GSNC;-39.74736278;-19.9675287;ER76;ES;
GSNC;-39.74762129;-19.96783123;ER76;ES;
GSNC;-39.74762129;-19.96783123;ER76;ES;
GSNC;-39.74762129;-19.96783123;ER76;ES;
GSNC;-39.74762129;-19.96783123;ER76;ES;
GSNC;-39.74772327;-19.96797357;ER76;ES;
GSNC;-39.74772327;-19.96797357;ER76;ES;
GSNC;-39.74895131;-19.96978375;ER76;ES;
GSNC;-39.74908415;-19.96998379;ER76;ES;
GSNC;-39.75006592;-19.97144712;ER76;ES;
GSNC;-39.75186016;-19.974135;ER76;ES;
GSNC;-39.75249352;-19.97507749;ER76;ES;
GSNC;-39.75303542;-19.97587851;ER76;ES;
GSNC;-39.75369188;-19.97685162;ER76;ES;
GSNC;-39.75391424;-19.97718411;ER76;ES;
GSNC;-39.75483446;-19.97854917;ER76;ES;
GSNC;-39.75500005;-19.97879876;ER76;ES;
GSNC;-39.75550157;-19.97954572;ER76;ES;
GSNC;-39.75787068;-19.98308229;ER76;ES;
GSNC;-39.7580892;-19.98340846;ER76;ES;
GSNC;-39.7593272;-19.98525015;ER76;ES;
GSNC;-39.75992209;-19.9861232;ER76;ES;
GSNC;-39.76096275;-19.98766752;ER76;ES;
GSNC;-39.7611524;-19.98794773;ER76;ES;
GSNC;-39.76118611;-19.9880009;ER76;ES;
GSNC;-39.76152882;-19.98850726;ER76;ES;
GSNC;-39.76214014;-19.98941366;ER76;ES;
GSNC;-39.76255708;-19.99004891;ER76;ES;
GSNC;-39.76275927;-19.99035256;ER76;ES;
GSNC;-39.76349573;-19.99143824;ER76;ES;
GSNC;-39.76354579;-19.99151212;ER76;ES;
GSNC;-39.76430253;-19.99263928;ER76;ES;
GSNC;-39.76501688;-19.99369432;ER76;ES;
GSNC;-39.76523445;-19.99401326;ER76;ES;
GSNC;-39.76641772;-19.99577018;ER76;ES;
GSNC;-39.76710426;-19.99680094;ER76;ES;
GSNC;-39.76715048;-19.99687032;ER76;ES;
GSNC;-39.76729876;-19.99709106;ER76;ES;
GSNC;-39.76771285;-19.99772179;ER76;ES;
GSNC;-39.76957812;-20.00132723;ER76;ES;
GSNC;-39.76964973;-20.00150674;ER76;ES;
GSNC;-39.76978329;-20.00184501;ER76;ES;
GSNC;-39.77118268;-20.00536119;ER76;ES;
GSNC;-39.77120492;-20.0054144;ER76;ES;
GSNC;-39.77167076;-20.00645514;ER76;ES;
GSNC;-39.77167656;-20.00646776;ER76;ES;
GSNC;-39.7717152;-20.00655073;ER76;ES;
GSNC;-39.7718359;-20.00679869;ER76;ES;
GSNC;-39.77223452;-20.00758038;ER76;ES;
GSNC;-39.77244296;-20.00797977;ER76;ES;
GSNC;-39.77252499;-20.00813935;ER76;ES;
GSNC;-39.77268616;-20.0084513;ER76;ES;
GSNC;-39.77451178;-20.01230353;ER76;ES;
GSNC;-39.77458251;-20.01249659;ER76;ES;
GSNC;-39.7746174;-20.01259403;ER76;ES;
GSNC;-39.7746174;-20.01259403;ER76;ES;
GSNC;-39.77463291;-20.01263643;ER76;ES;
GSNC;-39.77482969;-20.01319129;ER76;ES;
GSNC;-39.77483454;-20.01320663;ER76;ES;
GSNC;-39.77494991;-20.01353503;ER76;ES;
GSNC;-39.77498094;-20.01362435;ER76;ES;
GSNC;-39.77504495;-20.01381022;ER76;ES;
GSNC;-39.77509177;-20.01439103;ER76;ES;
GSNC;-39.77539406;-20.01482073;ER76;ES;
GSNC;-39.77546967;-20.01503455;ER76;ES;
GSNC;-39.77558799;-20.0153783;ER76;ES;
GSNC;-39.77581584;-20.0160279;ER76;ES;
GSNC;-39.77607863;-20.01678578;ER76;ES;
GSNC;-39.77630742;-20.01743176;ER76;ES;
GSNC;-39.77636174;-20.01759055;ER76;ES;
GSNC;-39.77644027;-20.0178134;ER76;ES;
GSNC;-39.77649845;-20.01798122;ER76;ES;
GSNC;-39.77660316;-20.01827895;ER76;ES;
GSNC;-39.77668362;-20.0185054;ER76;ES;
GSNC;-39.77668848;-20.01851983;ER76;ES;
GSNC;-39.77684947;-20.01898629;ER76;ES;
GSNC;-39.77691151;-20.01916041;ER76;ES;
GSNC;-39.77701525;-20.01945453;ER76;ES;
GSNC;-39.77722759;-20.02005902;ER76;ES;
GSNC;-39.77728773;-20.02023586;ER76;ES;
GSNC;-39.77728773;-20.02023586;ER76;ES;
GSNC;-39.77735853;-20.02044157;ER76;ES;
GSNC;-39.77751081;-20.02088548;ER76;ES;
GSNC;-39.7777203;-20.02149268;ER76;ES;
GSNC;-39.77799279;-20.02227491;ER76;ES;
GSNC;-39.77803931;-20.02240302;ER76;ES;
GSNC;-39.77828848;-20.02310764;ER76;ES;
GSNC;-39.77847563;-20.02364175;ER76;ES;
GSNC;-39.77966363;-20.02686419;ER76;ES;
GSNC;-39.77989962;-20.02741164;ER76;ES;
GSNC;-39.77991509;-20.02744681;ER76;ES;
GSNC;-39.78015882;-20.02801501;ER76;ES;
GSNC;-39.78039672;-20.02856335;ER76;ES;
GSNC;-39.78061725;-20.02907833;ER76;ES;
GSNC;-39.78068784;-20.02923977;ER76;ES;
GSNC;-39.78071684;-20.02930379;ER76;ES;
GSNC;-39.78073233;-20.02934168;ER76;ES;
GSNC;-39.78094316;-20.0298296;ER76;ES;
GSNC;-39.78095958;-20.02986205;ER76;ES;
GSNC;-39.78096442;-20.02987468;ER76;ES;
GSNC;-39.78111632;-20.03023726;ER76;ES;
GSNC;-39.78119265;-20.03039957;ER76;ES;
GSNC;-39.78127292;-20.03058446;ER76;ES;
GSNC;-39.78127775;-20.03059528;ER76;ES;
GSNC;-39.78139478;-20.03086584;ER76;ES;
GSNC;-39.78228255;-20.03290135;ER76;ES;
GSNC;-39.78252441;-20.03347407;ER76;ES;
GSNC;-39.78256883;-20.03356243;ER76;ES;
GSNC;-39.78272548;-20.03391775;ER76;ES;
GSNC;-39.78281833;-20.0341324;ER76;ES;
GSNC;-39.78306876;-20.03469875;ER76;ES;
GSNC;-39.78316742;-20.03492693;ER76;ES;
GSNC;-39.78319452;-20.03499367;ER76;ES;
GSNC;-39.78334536;-20.03533366;ER76;ES;
GSNC;-39.78342854;-20.03552486;ER76;ES;
GSNC;-39.78344305;-20.03556004;ER76;ES;
GSNC;-39.7841694;-20.037233;ER76;ES;
GSNC;-39.78518107;-20.0395589;ER76;ES;
GSNC;-39.7854693;-20.04022267;ER76;ES;
GSNC;-39.78560661;-20.04053019;ER76;ES;
GSNC;-39.78602732;-20.04149337;ER76;ES;
GSNC;-39.78615885;-20.04179278;ER76;ES;
GSNC;-39.78644608;-20.0424448;ER76;ES;
GSNC;-39.78683974;-20.04334937;ER76;ES;
GSNC;-39.78745401;-20.04477432;ER76;ES;
GSNC;-39.78755656;-20.04501422;ER76;ES;
GSNC;-39.78775583;-20.04547417;ER76;ES;
GSNC;-39.78826365;-20.04664207;ER76;ES;
GSNC;-39.78833912;-20.04681974;ER76;ES;
GSNC;-39.78876811;-20.04790125;ER76;ES;
GSNC;-39.78880884;-20.04801492;ER76;ES;
GSNC;-39.78901167;-20.0486131;ER76;ES;
GSNC;-39.78905245;-20.04873671;ER76;ES;
GSNC;-39.78911943;-20.04893611;ER76;ES;
GSNC;-39.78913499;-20.04898845;ER76;ES;
GSNC;-39.78915827;-20.04905431;ER76;ES;
GSNC;-39.78922335;-20.04925913;ER76;ES;
GSNC;-39.78927291;-20.04941704;ER76;ES;
GSNC;-39.78933216;-20.04960111;ER76;ES;
GSNC;-39.78953717;-20.05025079;ER76;ES;
GSNC;-39.78958861;-20.05040327;ER76;ES;
GSNC;-39.78971197;-20.05078855;ER76;ES;
GSNC;-39.78979746;-20.05105654;ER76;ES;
GSNC;-39.79017827;-20.0522494;ER76;ES;
GSNC;-39.79020058;-20.05231255;ER76;ES;
GSNC;-39.79038996;-20.05289633;ER76;ES;
GSNC;-39.79043369;-20.05303529;ER76;ES;
GSNC;-39.79056487;-20.05326151;ER76;ES;
GSNC;-39.79063862;-20.0536678;ER76;ES;
GSNC;-39.79073376;-20.05395472;ER76;ES;
GSNC;-39.7908979;-20.0544609;ER76;ES;
GSNC;-39.79099696;-20.05476407;ER76;ES;
GSNC;-39.79100378;-20.05479024;ER76;ES;
GSNC;-39.79110286;-20.05509792;ER76;ES;
GSNC;-39.79110967;-20.05512139;ER76;ES;
GSNC;-39.79132431;-20.05578186;ER76;ES;
GSNC;-39.79143603;-20.05613105;ER76;ES;
GSNC;-39.7915011;-20.05633046;ER76;ES;
GSNC;-39.79154286;-20.05645768;ER76;ES;
GSNC;-39.79175071;-20.0570992;ER76;ES;
GSNC;-39.79176139;-20.05713169;ER76;ES;
GSNC;-39.79183812;-20.05736809;ER76;ES;
GSNC;-39.79187307;-20.05747184;ER76;ES;
GSNC;-39.79207703;-20.05809893;ER76;ES;
GSNC;-39.79213524;-20.05826674;ER76;ES;
GSNC;-39.79224796;-20.05862315;ER76;ES;
GSNC;-39.7924208;-20.05914647;ER76;ES;
GSNC;-39.7926636;-20.05988904;ER76;ES;
GSNC;-39.79280635;-20.06032393;ER76;ES;
GSNC;-39.79287238;-20.06052333;ER76;ES;
GSNC;-39.79299182;-20.06088514;ER76;ES;
GSNC;-39.79319194;-20.06150863;ER76;ES;
GSNC;-39.79322597;-20.06161871;ER76;ES;
GSNC;-39.79325411;-20.06169991;ER76;ES;
GSNC;-39.79326285;-20.06172608;ER76;ES;
GSNC;-39.7932959;-20.06183345;ER76;ES;
GSNC;-39.7934775;-20.06238564;ER76;ES;
GSNC;-39.79350474;-20.06247769;ER76;ES;
GSNC;-39.79360962;-20.06279709;ER76;ES;
GSNC;-39.79363198;-20.06286837;ER76;ES;
GSNC;-39.79366695;-20.06297665;ER76;ES;
GSNC;-39.79375242;-20.06323921;ER76;ES;
GSNC;-39.79389519;-20.06367591;ER76;ES;
GSNC;-39.79389811;-20.06368584;ER76;ES;
GSNC;-39.79399818;-20.06399713;ER76;ES;
GSNC;-39.79407783;-20.06424345;ER76;ES;
GSNC;-39.79419053;-20.06459445;ER76;ES;
GSNC;-39.79421189;-20.0646585;ER76;ES;
GSNC;-39.79422452;-20.06469911;ER76;ES;
GSNC;-39.7943382;-20.06505371;ER76;ES;
GSNC;-39.79437415;-20.0651665;ER76;ES;
GSNC;-39.7944431;-20.06537673;ER76;ES;
GSNC;-39.79459946;-20.06585222;ER76;ES;
GSNC;-39.79463833;-20.06597403;ER76;ES;
GSNC;-39.79466942;-20.06607058;ER76;ES;
GSNC;-39.79468496;-20.0661184;ER76;ES;
GSNC;-39.79470146;-20.06616802;ER76;ES;
GSNC;-39.79502019;-20.06717139;ER76;ES;
GSNC;-39.79502701;-20.06719575;ER76;ES;
GSNC;-39.79509887;-20.0674141;ER76;ES;
GSNC;-39.79510857;-20.06744026;ER76;ES;
GSNC;-39.79519598;-20.06770733;ER76;ES;
GSNC;-39.79526107;-20.06790854;ER76;ES;
GSNC;-39.79558164;-20.06889834;ER76;ES;
GSNC;-39.7957215;-20.06932421;ER76;ES;
GSNC;-39.7957215;-20.06932421;ER76;ES;
