"Aspect_R";"Aspect_S";"B_CV_Max";"B_CV_Min";"B_CV_R";"B_CV_X";"B_CV_Xmax";"B_CV_Xmin";"B_Fe_Max";"B_Fe_Min";"B_Fe_R";"B_Fe_X";"B_Fe_Xmax";"B_Fe_Xmin";"B_Light_Max";"B_Light_Min";"B_Light_R";"B_Light_X";"B_Light_Xmax";"B_Light_Xmin";"B_NIT_Max";"B_NIT_Min";"B_NIT_R";"B_NIT_X";"B_NIT_Xmax";"B_NIT_Xmin";"B_PO4_Max";"B_PO4_Min";"B_PO4_R";"B_PO4_X";"B_PO4_Xmax";"B_PO4_Xmin";"B_SAL_Max";"B_SAL_Min";"B_SAL_R";"B_SAL_X";"B_SAL_Xmax";"B_SAL_Xmin";"B_T_Max";"B_T_Min";"B_T_R";"B_T_X";"B_T_Xmax";"B_T_Xmin";"BAT";"FlowDir";"River";"Roughness";"S_ALKA_X";"S_ARA_X";"S_CAL_X";"S_CO2_X";"Slope_R";"Slope_S";"TPI";"TRI"
"B_NIT_Min";0.0700430560487348;0.078344881903536;-0.070612628015697;-0.766127155272548;-0.624300027463532;-0.5269638200675;-0.208389698945711;-0.669018787482098;0.0109715392283748;0.923402947667371;-0.760076484945461;0.703471222337999;0.267957181131108;0.89680297436611;0.099419529636798;-0.022543355694481;0.230647435043181;-0.0123633730159329;0.0489528095970919;-0.0393422547274756;0.978398597449997;1;0.292137546089723;0.994179649758568;0.988382748150003;0.997535152278091;0.973112640025512;0.998049107251344;0.085483581652403;0.989490907321647;0.983322238607143;0.993377656304376;-0.945492011258685;-0.914740599767099;-0.837860420357937;-0.937502581796627;-0.942419409525909;-0.924608509708597;-0.969556598020225;-0.950711122417497;-0.843305853812739;-0.962629822811303;-0.963278941588408;-0.96002405799461;-0.244769194839408;0.0690541772617398;-0.150312685150355;0.369887109258915;0.220893254901729;0.273843536929798;0.271414550775721;0.136687987537535;0.366433642335974;0.33730979932161;0.193641252206958;0.364249027794469
"B_NIT_R";0.105079487404673;0.108686274601731;-0.128252486402973;-0.336676623278607;-0.45405510365795;-0.408851085048805;-0.2532052577988;-0.355526223311632;-0.573860805015564;0.189156955571189;-0.640503673664308;-0.0772194171425829;-0.420925422338354;0.149285216267306;-0.353754825428016;-0.510428096337837;-0.273864382854046;-0.469061691778736;-0.400437271506096;-0.511542105102184;0.483536076926047;0.292137546089723;1;0.392115496845157;0.433623640588929;0.353207124631574;0.502701083422481;0.344551830577619;0.970903501740548;0.42308628249238;0.458125404758443;0.391958957408828;-0.457868745866504;-0.495592704674797;-0.183677204675188;-0.479028299723334;-0.472015879605226;-0.490987328565482;-0.474256381777639;-0.532292208168975;-0.112623493429444;-0.497187721131809;-0.495323779857838;-0.50448575352654;-0.215076458045634;0.0260426393244413;0.176861559961887;0.0303029082142312;-0.0323583039050713;-0.00676723708828005;-0.000160483225226522;-0.0261920824370854;0.0333552491830845;0.0277066576681023;0.043650448892956;0.0312215483237684
"B_NIT_X";0.0783429519036368;0.0868150376499593;-0.0824996309869336;-0.778252338364857;-0.651266326496385;-0.554982790438775;-0.229064388021895;-0.687215380501974;-0.051241230021212;0.909856250839491;-0.801147928141337;0.669624824163504;0.213168939048837;0.879992634846941;0.0559371927112774;-0.0769091340234404;0.190682089744817;-0.0630859461519696;0.0027676919204392;-0.0933271399387863;0.994682437593118;0.994179649758568;0.392115496845157;1;0.998825473421288;0.999009149475717;0.991674013065328;0.998272103476758;0.189059085094958;0.998894670856578;0.996599599952464;0.999325713128049;-0.961529717824622;-0.936359941700711;-0.826313176855347;-0.956184359883112;-0.960103285623335;-0.945249505944876;-0.985304292912303;-0.972721812057343;-0.827712208743021;-0.981102394351342;-0.981579084036158;-0.979210416515687;-0.258150374364811;0.068277170888878;-0.13060122805436;0.358706625730367;0.215009642301821;0.267938815070533;0.266302018839458;0.134855872024917;0.355809401795846;0.327209794142578;0.190798815227258;0.353447778934574
"B_NIT_Xmax";0.0827452229711084;0.0910238787824065;-0.0860281594949727;-0.775036449163647;-0.66037272281421;-0.561344521813707;-0.235902768060275;-0.686801211452971;-0.0798578002056807;0.89985780615905;-0.8168928304491;0.650910479911919;0.186434423355458;0.868627465942183;0.0374107136826977;-0.101602254836069;0.174108572207915;-0.085429342415933;-0.0171176354881695;-0.117524928488062;0.998349087982253;0.988382748150003;0.433623640588929;0.998825473421288;1;0.995710132573154;0.996368652075989;0.994817672429244;0.234279607322042;0.999274090887538;0.999054060444249;0.997910154942031;-0.963186199669651;-0.940772646124337;-0.815920838338656;-0.959241996355538;-0.962618913353901;-0.94920333886053;-0.988415283556219;-0.980108069287425;-0.811085582678384;-0.985794166749762;-0.985946739230441;-0.984606984878173;-0.264546771266753;0.0687248264470351;-0.113972074147679;0.3532835851354;0.203438025097288;0.256697055611014;0.255478297581119;0.12509576427338;0.350500044674196;0.322185217423478;0.189196906176654;0.348090368019673
"B_NIT_Xmin";0.0746131993989678;0.0832132828844768;-0.0803442617655575;-0.779638400145505;-0.641573970599954;-0.548676642125157;-0.223756007176082;-0.686243277006544;-0.0261790248979738;0.916808249858366;-0.785854138095239;0.684548593610891;0.235976717549336;0.888185026298313;0.0725036869615265;-0.0550740557803831;0.205383386437538;-0.0432270458063169;0.0204845308613289;-0.0719205328683469;0.989343252592491;0.997535152278091;0.353207124631574;0.999009149475717;0.995710132573154;1;0.985445034400155;0.999487185548968;0.147310866425775;0.996530182168569;0.992374614554225;0.998629514635792;-0.957725336529529;-0.929984227972103;-0.834316627018157;-0.951095836504386;-0.955520905297833;-0.939315535326064;-0.980703831621442;-0.964226915604016;-0.841474323786463;-0.974965542555342;-0.975829797487204;-0.972387039203709;-0.25213897652726;0.067780840231951;-0.144663458565828;0.363108511260983;0.225447779508887;0.278092633425572;0.276090184501736;0.14361140273488;0.360093815349796;0.331273742146191;0.192022887874713;0.357786474823803
"B_PO4_Max";0.0893146808914309;0.0975179644097559;-0.116547703931871;-0.776515831877591;-0.668282672482353;-0.583945140478875;-0.26894672800887;-0.692820415101287;-0.129508208777815;0.881052886996908;-0.843009645148445;0.618692857873421;0.140579429665757;0.847848706606085;-0.00271640997433565;-0.153492286995375;0.139982068496454;-0.13345192110646;-0.0602515192548978;-0.169034734525002;0.999304670077494;0.973112640025512;0.502701083422481;0.991674013065328;0.996368652075989;0.985445034400155;1;0.984494409681368;0.310716783277258;0.995725878763931;0.998612979827022;0.991737555410152;-0.958922830199809;-0.938764715457166;-0.803208770858962;-0.956534564677612;-0.959609959220957;-0.947274388807107;-0.990482886353793;-0.988010890061436;-0.786686227992331;-0.990208030941276;-0.990050557707955;-0.989760986783745;-0.269858554296846;0.0695542947210465;-0.0995526105220419;0.337127539296646;0.208532444024845;0.263703283036322;0.263282574995462;0.131503441245586;0.334938666620436;0.307288896955417;0.18667223292864;0.332386011618789
"B_PO4_Min";0.076314500042282;0.0844730692731734;-0.0939687803261488;-0.776419812038139;-0.633344459183936;-0.549690931698818;-0.235479264939926;-0.682085595802532;-0.030495145974139;0.915222383372219;-0.788153095055908;0.68172836952332;0.231317041500487;0.886697481154809;0.0717957886672169;-0.0589949270011509;0.206680871569905;-0.045819299728121;0.0192748886705562;-0.0756189056550263;0.987942749143013;0.998049107251344;0.344551830577619;0.998272103476758;0.994817672429244;0.999487185548968;0.984494409681368;1;0.139165625057106;0.996261262042653;0.992018479767799;0.998479499840336;-0.95248732229408;-0.924140854060034;-0.832948896832188;-0.946022885488153;-0.950508684583116;-0.933937647058043;-0.980366377221593;-0.96437057518397;-0.839064826655416;-0.974925928786779;-0.975611850000377;-0.972471877394244;-0.250170031226029;0.0707826727464159;-0.145938584915182;0.359831558388316;0.234755841711473;0.288198815043789;0.286315613536444;0.151741889797963;0.356874852452692;0.328056601799914;0.193140264029864;0.354557566983602
"B_PO4_R";0.0906901466724534;0.0927920776628583;-0.148766660405755;-0.176555505090484;-0.340813815443698;-0.317988304817691;-0.242315539269623;-0.21522883168369;-0.56586764771725;0.0145841560314066;-0.48835283488;-0.201304730330947;-0.459797998324167;-0.0182981216559562;-0.404364915363046;-0.546836367966474;-0.329677705189702;-0.505096261180338;-0.444577793652954;-0.54449948690795;0.288106409364541;0.085483581652403;0.970903501740548;0.189059085094958;0.234279607322042;0.147310866425775;0.310716783277258;0.139165625057106;1;0.222828806496791;0.262117036073917;0.188294009928176;-0.252257793499603;-0.292057059027572;-0.0209377669227951;-0.273803366865475;-0.266858196849955;-0.287011864913722;-0.279358137550985;-0.352077379873085;0.105476192140508;-0.307285940544095;-0.302680240624134;-0.318059705193071;-0.16786004167043;0.00911218144721689;0.228776810381005;-0.0465970204844807;-0.0948190755283025;-0.0729493566813987;-0.0651201145476097;-0.0798516569160802;-0.0429326840202322;-0.0428693419832148;0.00727069169297544;-0.0447867281525086
"B_PO4_X";0.0818234721975746;0.0901065818188353;-0.111657375923965;-0.782152657551515;-0.650000574272266;-0.572672509154154;-0.258628230774147;-0.693140064840265;-0.079459440923518;0.902056068970286;-0.818394155015183;0.653654403735653;0.187744746728391;0.871094772795076;0.0336214496724594;-0.106909920608209;0.173724803255396;-0.0903539545692322;-0.0212520888270275;-0.123124925489367;0.99708560972229;0.989490907321647;0.42308628249238;0.998894670856578;0.999274090887538;0.996530182168569;0.995725878763931;0.996261262042653;0.222828806496791;1;0.999056032205689;0.999265362374934;-0.958817292518781;-0.934267157649466;-0.821666619788785;-0.95433064918287;-0.958201352646649;-0.943564349299206;-0.989587826660396;-0.979728423823795;-0.818924841192014;-0.98677789414661;-0.986975708514821;-0.985230798620806;-0.260414073287955;0.0696210212360794;-0.128820378997694;0.349518910363729;0.231173283017483;0.284904415529698;0.283774664204123;0.150939493955529;0.346973417065392;0.31864934243737;0.190464313711379;0.344517977252108
"B_PO4_Xmax";0.0854871741649699;0.0935953875218062;-0.11590318060517;-0.777715813038763;-0.656894712934196;-0.577227711768895;-0.264977192790532;-0.690980784357766;-0.101299888298204;0.893802060736093;-0.829892807286385;0.639241879578073;0.167381401121107;0.861909438427794;0.0164679947954114;-0.12957592061322;0.159214267404659;-0.111046956568575;-0.0397307418024655;-0.145365371264021;0.999013676408071;0.983322238607143;0.458125404758443;0.996599599952464;0.999054060444249;0.992374614554225;0.998612979827022;0.992018479767799;0.262117036073917;0.999056032205689;1;0.996693780967951;-0.958246647916557;-0.935688822978391;-0.812830559588271;-0.954827421312996;-0.958324217046273;-0.944704552789955;-0.990845105475387;-0.985249116695882;-0.800899390555706;-0.989550033578596;-0.989305946901088;-0.988793852135794;-0.265630694584231;0.0697784359620615;-0.113713039003963;0.34460222101022;0.219310034562496;0.273718179865743;0.272979145810735;0.140259113034349;0.342137610307443;0.314059941330727;0.18906996908281;0.339637329732782
"B_PO4_Xmin";0.0791537027386436;0.0875429757785882;-0.107785561010532;-0.785044763587186;-0.643640897818796;-0.568201749259579;-0.253109173332575;-0.694217587022424;-0.0617792954352563;0.907364374882036;-0.807940136651482;0.664130954986252;0.203720080462619;0.877197757829018;0.048666696511916;-0.0872827364797919;0.186042940040632;-0.0723106221582035;-0.00509982384398295;-0.103837978323062;0.99391457543209;0.993377656304376;0.391958957408828;0.999325713128049;0.997910154942031;0.998629514635792;0.991737555410152;0.998479499840336;0.188294009928176;0.999265362374934;0.996693780967951;1;-0.957869833127695;-0.931665455814922;-0.82793894308643;-0.952481839368574;-0.956648704766477;-0.941180739235608;-0.987185451403719;-0.973458791364462;-0.834287131928757;-0.982899826424374;-0.983635841384413;-0.980562035447107;-0.255849533840585;0.0694552757335972;-0.140704274404377;0.35343427635795;0.241008880987364;0.294122606047884;0.292654554904185;0.159735307305665;0.350804980684752;0.322295392103232;0.191480236708863;0.348397597225048
"B_SAL_Max";-0.0699200044800029;-0.0789498299085983;-0.0815376929636603;0.71731134667213;0.675477311536348;0.438238802423356;0.0622533623875631;0.621766899547191;0.0920049057575424;-0.847976696921876;0.783870320890167;-0.600842816881796;-0.159452002325362;-0.816417920939831;-0.0651153302940099;0.0451308059151781;-0.170507700516724;0.0361448698131745;-0.0183372364404641;0.058068778223509;-0.964334042068499;-0.945492011258685;-0.457868745866504;-0.961529717824622;-0.963186199669651;-0.957725336529529;-0.958922830199809;-0.95248732229408;-0.252257793499603;-0.958817292518781;-0.958246647916557;-0.957869833127695;1;0.98953086762666;0.79307786189238;0.99828534333875;0.999465082241022;0.993761534074594;0.939407952940804;0.923649857424011;0.805929704647416;0.932451873593213;0.936254367090309;0.928662332180215;0.246005139726584;-0.0748780955248317;0.0876019395187534;-0.335365015894537;-0.0685469954564487;-0.112452764014778;-0.110351105162959;-0.0036950695876087;-0.332982865984444;-0.30688489624198;-0.167873199125346;-0.330465276150058
"B_SAL_Min";-0.0796753898045076;-0.0873051988165162;-0.133749131065152;0.71007651916735;0.697636115124869;0.435009609548949;0.0274197888844954;0.62676936303557;0.128188091578175;-0.795288987171549;0.770379572021625;-0.543612028093684;-0.11240439249598;-0.763095933316621;-0.063988535321151;0.0330110180834161;-0.170559347641329;0.0245155362332686;-0.0243244797082601;0.0461493808734442;-0.944343072389619;-0.914740599767099;-0.495592704674797;-0.936359941700711;-0.940772646124337;-0.929984227972103;-0.938764715457166;-0.924140854060034;-0.292057059027572;-0.934267157649466;-0.935688822978391;-0.931665455814922;0.98953086762666;1;0.696865943917188;0.995315114492562;0.99114517293373;0.998950121526061;0.914801672016879;0.899432740440954;0.78492488013821;0.908828224994225;0.913943194454919;0.904192146478307;0.239121449861042;-0.0704544788678852;0.0868526488598716;-0.316229550250662;-0.0439698916859516;-0.0750765189632713;-0.0731047911378795;0.009447714063519;-0.314348622909504;-0.288853238551075;-0.166333104179805;-0.311561730114136
"B_SAL_R";-0.011188724877415;-0.0238598194560895;0.15929977498717;0.567724094666616;0.41233639458221;0.341822788063979;0.19363913030348;0.444523130500353;-0.0838123251163728;-0.85741585741097;0.643973135379021;-0.691513654993513;-0.317980596303253;-0.836458766118595;-0.053519637013102;0.0849511060658417;-0.127473304741093;0.0761516479473271;0.0115375290244396;0.093794501196028;-0.806555731115323;-0.837860420357937;-0.183677204675188;-0.826313176855347;-0.815920838338656;-0.834316627018157;-0.803208770858962;-0.832948896832188;-0.0209377669227951;-0.821666619788785;-0.812830559588271;-0.82793894308643;0.79307786189238;0.696865943917188;1;0.76014402759045;0.78360629240791;0.722321219205787;0.807368064252409;0.793924445181191;0.692207040541507;0.798011425074685;0.795319672805971;0.798746346385011;0.213284297095138;-0.0747450587242286;0.0687670419440589;-0.331915045545097;-0.155064186220933;-0.241964722728319;-0.239842418654072;-0.0582375471109542;-0.328015618961229;-0.30592780260877;-0.132218968544074;-0.327266818190025
"B_SAL_X";-0.0749688942181886;-0.0833337056916943;-0.0896812093916143;0.712542085708929;0.679117792594618;0.437904254924484;0.057864288173219;0.620751983897985;0.116027461629919;-0.830138684065126;0.789207527879139;-0.577687056021679;-0.134026182993186;-0.798081164148592;-0.0571075148751586;0.0506325537836483;-0.168391743554492;0.0411969693918562;-0.0125855074906984;0.063598601181254;-0.961595491177924;-0.937502581796627;-0.479028299723334;-0.956184359883112;-0.959241996355538;-0.951095836504386;-0.956534564677612;-0.946022885488153;-0.273803366865475;-0.95433064918287;-0.954827421312996;-0.952481839368574;0.99828534333875;0.995315114492562;0.76014402759045;1;0.999046345075392;0.998196759187826;0.935647518380878;0.921364609565701;0.796407166436301;0.929668983104811;0.933736570076483;0.925807781641916;0.245786464354507;-0.0741970462359485;0.0853785556510205;-0.327756011225486;-0.0626990403026927;-0.102025222364732;-0.100224218602978;-0.00133471662442047;-0.325623085383432;-0.2997198056422;-0.168011529110218;-0.323007976713572
"B_SAL_Xmax";-0.0719806892427495;-0.0808772630067647;-0.0732068959482284;0.713128381405845;0.667521849237278;0.43912462141993;0.0692771693064201;0.619160995263441;0.106717849869339;-0.841141996200586;0.790552749736428;-0.59055004607913;-0.145670677117135;-0.80920536892663;-0.0551036243995497;0.0576175574067446;-0.164788012779548;0.0468939137689411;-0.00865026826206204;0.0700664381530624;-0.96457984036148;-0.942419409525909;-0.472015879605226;-0.960103285623335;-0.962618913353901;-0.955520905297833;-0.959609959220957;-0.950508684583116;-0.266858196849955;-0.958201352646649;-0.958324217046273;-0.956648704766477;0.999465082241022;0.99114517293373;0.78360629240791;0.999046345075392;1;0.995143807057353;0.940233142267711;0.926262237920647;0.798607054285389;0.934194803478234;0.937850988003062;0.930634576318772;0.249417758517913;-0.0760221295259649;0.0833219603177277;-0.332953895314661;-0.0697616343631431;-0.111508283240168;-0.10977578808009;-0.00787930498381121;-0.330624415915912;-0.304624116416789;-0.166980289582754;-0.328049005215302
"B_SAL_Xmin";-0.0775098354466227;-0.0853988905971457;-0.110906703102269;0.713170708257592;0.690487734529403;0.438409662608663;0.0440631632666565;0.625841826212126;0.127552852422786;-0.810114633579999;0.782213730660584;-0.556773883583073;-0.118059138241686;-0.777751790463214;-0.0554704721472157;0.0450773896966846;-0.169103807778362;0.036805241228393;-0.0140560393349995;0.0584670802361338;-0.952379204134121;-0.924608509708597;-0.490987328565482;-0.945249505944876;-0.94920333886053;-0.939315535326064;-0.947274388807107;-0.933937647058043;-0.287011864913722;-0.943564349299206;-0.944704552789955;-0.941180739235608;0.993761534074594;0.998950121526061;0.722321219205787;0.998196759187826;0.995143807057353;1;0.924622552789985;0.909954495163472;0.789490664320934;0.918868570941732;0.923491415935685;0.91456203328832;0.240583459591745;-0.0716693172503417;0.0893699310967734;-0.320338220579126;-0.0545557338210038;-0.0885403260107097;-0.0867520621218943;0.00274753837553842;-0.318417079025776;-0.292714096246768;-0.167372294606999;-0.315667610028294
"B_T_Max";-0.0843772092230062;-0.092234924875558;0.187362737261094;0.792488871824751;0.647148517850033;0.628468047859708;0.341252805656234;0.716266105152257;0.153746760764444;-0.877558322757306;0.860508911937675;-0.605628783002585;-0.119352627972876;-0.841543954653119;-0.0018584339086535;0.159665363005939;-0.138056456101153;0.133232684627662;0.0568058836291609;0.17420731437748;-0.989901480854177;-0.969556598020225;-0.474256381777639;-0.985304292912303;-0.988415283556219;-0.980703831621442;-0.990482886353793;-0.980366377221593;-0.279358137550985;-0.989587826660396;-0.990845105475387;-0.987185451403719;0.939407952940804;0.914801672016879;0.807368064252409;0.935647518380878;0.940233142267711;0.924622552789985;1;0.991727188888379;0.820004372098396;0.998558994408662;0.999444659492945;0.996341276965007;0.288374005073655;-0.0643870569028593;0.0772217784201505;-0.36906242191129;-0.277287087286371;-0.327881053761547;-0.327802056961336;-0.206095526174524;-0.365814397640806;-0.33856267034192;-0.182350275395916;-0.363854553210859
"B_T_Min";-0.0868704019487533;-0.0943555196878357;0.212598914351946;0.755556979553114;0.630397031868878;0.615442691147329;0.354904973591969;0.681489386031373;0.168089538997374;-0.870109786374504;0.866375452764753;-0.600577648956937;-0.109556965935152;-0.835184686134305;0.0437391068269442;0.219238512423639;-0.108427970259534;0.188657283156203;0.1061951300572;0.232104234353517;-0.985197982702079;-0.950711122417497;-0.532292208168975;-0.972721812057343;-0.980108069287425;-0.964226915604016;-0.988010890061436;-0.96437057518397;-0.352077379873085;-0.979728423823795;-0.985249116695882;-0.973458791364462;0.923649857424011;0.899432740440954;0.793924445181191;0.921364609565701;0.926262237920647;0.909954495163472;0.991727188888379;1;0.739750861891679;0.996277749233689;0.99357147275735;0.998334917514944;0.300479674094735;-0.0613006161062786;0.0427810789376548;-0.362008555465936;-0.234225437475288;-0.288743233834132;-0.289914873596698;-0.164259892099399;-0.358726103281365;-0.33191744783078;-0.177632992605797;-0.356712490444894
"B_T_R";-0.0549603175471483;-0.0627752052908166;0.0342018351936021;0.785286278242645;0.581485825097553;0.55024244675557;0.206367451332368;0.715985291342395;0.0564489982426315;-0.720442864487049;0.647720886720833;-0.49680051181771;-0.137144708514792;-0.687382490203907;-0.20476930194627;-0.140592830811141;-0.240224170850551;-0.142794825613452;-0.175735038242127;-0.121730678661836;-0.796180916266702;-0.843305853812739;-0.112623493429444;-0.827712208743021;-0.811085582678384;-0.841474323786463;-0.786686227992331;-0.839064826655416;0.105476192140508;-0.818924841192014;-0.800899390555706;-0.834287131928757;0.805929704647416;0.78492488013821;0.692207040541507;0.796407166436301;0.798607054285389;0.789490664320934;0.820004372098396;0.739750861891679;1;0.792160227457971;0.808869840703183;0.771362295987163;0.171852822673085;-0.064184639468196;0.214040595996374;-0.320471348830039;-0.409154885438336;-0.431279985953437;-0.425641685058288;-0.347936923832608;-0.3180812773392;-0.294764385887911;-0.163835390214291;-0.316786236678923
"B_T_X";-0.0860820787281761;-0.0937417986163273;0.208204054323018;0.783111760891267;0.641573423445771;0.632893380177405;0.358443606028273;0.708677952085856;0.161274851354899;-0.875463796611424;0.86510136767229;-0.604212788658302;-0.114793647444866;-0.839926497080219;0.016375232726967;0.182227468025143;-0.128066215765764;0.15411674685025;0.0755185045633292;0.196300142430779;-0.988518509348101;-0.962629822811303;-0.497187721131809;-0.981102394351342;-0.985794166749762;-0.974965542555342;-0.990208030941276;-0.974925928786779;-0.307285940544095;-0.98677789414661;-0.989550033578596;-0.982899826424374;0.932451873593213;0.908828224994225;0.798011425074685;0.929668983104811;0.934194803478234;0.918868570941732;0.998558994408662;0.996277749233689;0.792160227457971;1;0.999336025440553;0.999323916153455;0.292460518533581;-0.0629067051144491;0.068421102030236;-0.366369781298593;-0.274350980205601;-0.326359340736458;-0.326814179604189;-0.204052545279039;-0.363149951887413;-0.336068814923951;-0.180482476072494;-0.361140776200671
"B_T_Xmax";-0.0884104834313291;-0.0960135427579746;0.197180882966192;0.789221945462228;0.649937243178477;0.634948080651021;0.35238558191493;0.715277395003771;0.172457538686844;-0.869095464757507;0.8692001731574;-0.592507042176021;-0.101838817199961;-0.832469278958133;0.00892158980317506;0.172678747850708;-0.13051194024376;0.144875898755545;0.0672950128213468;0.186938957211891;-0.988709712117346;-0.963278941588408;-0.495323779857838;-0.981579084036158;-0.985946739230441;-0.975829797487204;-0.990050557707955;-0.975611850000377;-0.302680240624134;-0.986975708514821;-0.989305946901088;-0.983635841384413;0.936254367090309;0.913943194454919;0.795319672805971;0.933736570076483;0.937850988003062;0.923491415935685;0.999444659492945;0.99357147275735;0.808869840703183;0.999336025440553;1;0.997411947971709;0.291388467859055;-0.0650518297975255;0.0677580602843364;-0.365168380119008;-0.277473832119872;-0.328222010892608;-0.328442382405223;-0.207548468100763;-0.361990558805249;-0.334983650752207;-0.180751692376213;-0.360007745345706
"B_T_Xmin";-0.084475397839989;-0.0921357265541485;0.213726400246417;0.773238451661061;0.634058177055604;0.626698529124699;0.359329213727086;0.69844510727507;0.154273697884284;-0.878569557251224;0.861799423234511;-0.611413027227563;-0.122989466555502;-0.843916011233644;0.0254097323611226;0.194237711321525;-0.123264081425256;0.165592774950986;0.085723217570644;0.207964478335239;-0.987711100351868;-0.96002405799461;-0.50448575352654;-0.979210416515687;-0.984606984878173;-0.972387039203709;-0.989760986783745;-0.972471877394244;-0.318059705193071;-0.985230798620806;-0.988793852135794;-0.980562035447107;0.928662332180215;0.904192146478307;0.798746346385011;0.925807781641916;0.930634576318772;0.91456203328832;0.996341276965007;0.998334917514944;0.771362295987163;0.999323916153455;0.997411947971709;1;0.294447530887062;-0.0610810299185585;0.0642881857230106;-0.366384778525696;-0.263215178910687;-0.316629798712045;-0.317345392059022;-0.192883600425674;-0.363118476992176;-0.336029785810042;-0.179871695695099;-0.36109501016178
"BAT";-0.00592908698875285;-0.00373455754468346;0.0758954774917476;0.142464633782422;0.146172259258768;0.157663757529988;0.119381287273016;0.14198936248162;0.136842692726707;-0.209791973574133;0.2898952441279;-0.10401276804021;0.0545546119673113;-0.193262159207002;0.112802694381326;0.224367931185206;0.165752325447454;0.188540341119952;0.146822926205957;0.216360801726879;-0.27051551924243;-0.244769194839408;-0.215076458045634;-0.258150374364811;-0.264546771266753;-0.25213897652726;-0.269858554296846;-0.250170031226029;-0.16786004167043;-0.260414073287955;-0.265630694584231;-0.255849533840585;0.246005139726584;0.239121449861042;0.213284297095138;0.245786464354507;0.249417758517913;0.240583459591745;0.288374005073655;0.300479674094735;0.171852822673085;0.292460518533581;0.291388467859055;0.294447530887062;1;0.00696303232211381;0.0131770688391807;0.093796631390107;0.02733115623409;-0.0225560600182437;-0.0237599424058131;0.0278925493575464;0.108258819420705;0.142922968562568;0.118173001404207;0.117521876590079
"FlowDir";0.33717611061314;0.359873904189805;0.0183457389674962;-0.0563049706751119;-0.0733206867794112;-0.0413842402512805;-0.0150514222776015;-0.0466601397413501;-0.0155287586746447;0.0517594183727292;-0.0561990815169083;0.0209287023222167;-0.0156158194521835;0.0482830477064322;0.143120526874891;0.108247014160455;0.143126475528392;0.12909864892763;0.144008613860341;0.118062190598615;0.0688312103735257;0.0690541772617398;0.0260426393244413;0.068277170888878;0.0687248264470351;0.067780840231951;0.0695542947210465;0.0707826727464159;0.00911218144721689;0.0696210212360794;0.0697784359620615;0.0694552757335972;-0.0748780955248317;-0.0704544788678852;-0.0747450587242286;-0.0741970462359485;-0.0760221295259649;-0.0716693172503417;-0.0643870569028593;-0.0613006161062786;-0.064184639468196;-0.0629067051144491;-0.0650518297975255;-0.0610810299185585;0.00696303232211381;1;0.10473516127456;-0.0558714074127232;0.00220143515706458;0.00202486621699121;0.0023924208950287;0.00201240379678126;-0.0609071844897919;-0.0544052834303019;-0.0774217763866541;-0.0537354456310917
"River";0.065169258176228;0.0701935308901899;0.0891832013528242;0.308261293903086;-0.0904094819037018;0.174487260158421;0.0923960516962562;0.277804432779454;-0.298915623555756;-0.172387379140653;-0.10762712368603;-0.265130983708492;-0.313814401688477;-0.188473514935915;0.156328539916293;-0.00585861731564122;-0.00296602158069856;0.0735267164526851;0.121885112762243;0.0324480186538692;-0.0993440018494964;-0.150312685150355;0.176861559961887;-0.13060122805436;-0.113972074147679;-0.144663458565828;-0.0995526105220419;-0.145938584915182;0.228776810381005;-0.128820378997694;-0.113713039003963;-0.140704274404377;0.0876019395187534;0.0868526488598716;0.0687670419440589;0.0853785556510205;0.0833219603177277;0.0893699310967734;0.0772217784201505;0.0427810789376548;0.214040595996374;0.068421102030236;0.0677580602843364;0.0642881857230106;0.0131770688391807;0.10473516127456;1;0.259090410563866;-0.377420779691587;-0.373229288831966;-0.369766940319996;-0.323121147460739;0.262379542621431;0.280628172505561;-0.0370009097597469;0.266680727572338
"Roughness";-0.0518996051096585;-0.049970420539651;-0.0412109210007933;-0.258438133644564;-0.21895422514544;-0.187862971713689;-0.0782756449255662;-0.230813247121081;0.0554091761200551;0.376792891748776;-0.267306229040727;0.310362208876557;0.161234576903658;0.365653066663172;0.13943858845277;0.0602132016941629;0.182919327100351;0.0769167933746382;0.108521127050813;0.0602389493523194;0.345089747664737;0.369887109258915;0.0303029082142312;0.358706625730367;0.3532835851354;0.363108511260983;0.337127539296646;0.359831558388316;-0.0465970204844807;0.349518910363729;0.34460222101022;0.35343427635795;-0.335365015894537;-0.316229550250662;-0.331915045545097;-0.327756011225486;-0.332953895314661;-0.320338220579126;-0.36906242191129;-0.362008555465936;-0.320471348830039;-0.366369781298593;-0.365168380119008;-0.366384778525696;0.093796631390107;-0.0558714074127232;0.259090410563866;1;0.0485946682122928;0.0421396096946376;0.0408019872950519;0.0478465438074259;0.995229272893234;0.989022435897895;0.00397610602915204;0.995542731773582
